שנה,מזהה רמה 1,שם רמה 1,מזהה רמה 2,שם רמה 2,קוד סעיף,שם סעיף,קוד תחום,שם תחום,קוד תוכנית,שם תוכנית,מקורי - נטו,מקורי - הוצאה מותנית,מקורי - הכנסה מיועדת,מקורי - הרשאה,מקורי - שיא כא,מקורי - עבצ
2015,1,בטחון וסדר ציבורי,11,בטחון,15,משרד הבטחון,1501,בטחון,150102,תקציב הביטחון," 	50,622,550 "," 	7,321,789 "," 	-7,321,789 "," 	22,000,000 "," 	2,122 ", 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2047,מינהל עובדי הוראה,204701,הכשרה וקידום מקצועי של," 	1,404,765 "," 	2,000 "," 	-2,000 "," 	14,500 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2047,מינהל עובדי הוראה,204702,תנאי שירות של עובדי," 	443,868 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2048,שירותי עזר והסעות,204801,שירותי היקף במערכת," 	1,856,491 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2048,שירותי עזר והסעות,204802,הסעות תלמידים," 	1,051,790 "," 	1,500 "," 	-1,500 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2048,שירותי עזר והסעות,204803,"מענקים לפיתוח, שיפוצים"," 	116,786 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2049,תמיכות בנושאי יהדות,204901,תרבות יהודית," 	42,975 ", 	3 , 	-3 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2049,תמיכות בנושאי יהדות,204902,מוסדות תורניים," 	593,657 "," 	1,500 "," 	-1,500 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2050,טלויזיה חינוכית,205001,טלויזיה חינוכית," 	97,837 "," 	14,833 "," 	-14,833 ", 	-00 , 	194 , 	16 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2051,רזרבות,205101,רזרבה להתייקרויות," 	1,376,344 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,20,משרד החינוך,2051,רזרבות,205102,רזרבה לעמידה במגבלה," 	36,265 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,60,חינוך,6002,תכנית פיתוח חינוך,600210,בניית כיתות לימוד," 	1,191,342 "," 	160,000 "," 	-160,000 "," 	1,875,791 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,60,חינוך,6002,תכנית פיתוח חינוך,600215,תשתיות היקפיות למבני," 	30,895 ", 	-00 , 	-00 ," 	35,000 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,60,חינוך,6003,הצטידות מבני חינוך,600301,מענקים להצטידות," 	19,432 ", 	-00 , 	-00 ," 	30,073 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,60,חינוך,6006,חידוש מבנים,600601,חידוש מבנים במערכת," 	284,104 ", 	-00 , 	-00 ," 	239,567 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,22,חינוך,60,חינוך,6008,רזרבה,600801,רזרבה לעמידה ביעדים," 	47,189 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,23,השכלה גבוהה,21,השכלה גבוהה,2110,מטה,211001,"מנהל מל""ג/ות""ת"," 	51,685 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,23,השכלה גבוהה,21,השכלה גבוהה,2111,תמיכה בהוראה ובמחקר,211101,השתתפות במוסדות להשכלה," 	8,126,408 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,23,השכלה גבוהה,21,השכלה גבוהה,2111,תמיכה בהוראה ובמחקר,211102,סיוע לסטודנטים," 	209,400 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,23,השכלה גבוהה,21,השכלה גבוהה,2111,תמיכה בהוראה ובמחקר,211103,השתתפות בקרנות וארגוני," 	788,614 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,23,השכלה גבוהה,21,השכלה גבוהה,2112,רזרבה,211201,רזרבה," 	273,086 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2301,תחום פעולה כללי,230101,מטה המשרד - כוח אדם," 	242,379 ", 	-00 , 	-00 , 	-00 ," 	1,292 ", 	499 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2301,תחום פעולה כללי,230110,שרותים מרכזיים משרד," 	87,358 "," 	2,032 "," 	-2,032 "," 	10,500 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2301,תחום פעולה כללי,230112,"האגף למערכות מידע,"," 	52,677 ", 	50 , 	-50 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2301,תחום פעולה כללי,230119,אמרכלות," 	103,011 "," 	1,482 "," 	-1,482 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2301,תחום פעולה כללי,230126,בית הספר המרכזי להכשרת," 	1,916 ", 	895 , 	-895 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2301,תחום פעולה כללי,230132,שירותי קהילה," 	16,979 ", 	995 , 	-995 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2301,תחום פעולה כללי,230133,ועדות ערר," 	1,054 ", 	46 , 	-46 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2306,אגף השיקום,230618,שירותי איבחון," 	77,323 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2306,אגף השיקום,230621,נכים במסגרות חוץ," 	248,029 "," 	155,579 "," 	-155,579 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2306,אגף השיקום,230622,טיפול קהילתי וביתי," 	340,042 "," 	96,174 "," 	-96,174 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2306,אגף השיקום,230662,שיקום וטיפול בעוור," 	113,594 "," 	7,692 "," 	-7,692 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2306,אגף השיקום,230680,מעונות ממשלתיים - כוח," 	16,362 ", 	-00 , 	-00 , 	-00 , 	85 , 	9 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2306,אגף השיקום,230681,מעונות ממשלתיים לנכים," 	2,823 "," 	4,962 "," 	-4,962 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2308,אגף לטיפול באדם עם,230850,אבחון אנשים עם פיגור," 	6,367 "," 	15,500 "," 	-15,500 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2308,אגף לטיפול באדם עם,230855,טיפול קהילתי וביתי," 	237,423 "," 	99,695 "," 	-99,695 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2308,אגף לטיפול באדם עם,230856,טפול חוץ ביתי," 	810,914 "," 	357,340 "," 	-357,340 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2308,אגף לטיפול באדם עם,230871,מעונות ממשלתיים," 	240,770 "," 	87,877 "," 	-87,877 ", 	-00 ," 	1,041 ", 	324 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2308,אגף לטיפול באדם עם,230880,טיפול חוץ ביתי," 	186,556 "," 	112,000 "," 	-112,000 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2308,אגף לטיפול באדם עם,230881,טיפול קהילתי באוטיסטים," 	51,610 "," 	17,000 "," 	-17,000 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2309,רזרבה להתייקרויות,230902,רזרבה להתייקרויות," 	186,273 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2310,שירותים אישיים וחברתיים,231013,כוח אדם ברשויות מקומיות," 	607,169 "," 	110,104 "," 	-110,104 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2310,שירותים אישיים וחברתיים,231014,אירגון ומינהל ברשויות," 	6,776 "," 	1,800 "," 	-1,800 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2310,שירותים אישיים וחברתיים,231025,פרט ומשפחה - צרכים," 	78,615 "," 	35,865 "," 	-35,865 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2310,שירותים אישיים וחברתיים,231026,פרט ומשפחה - טיפול," 	80,629 "," 	21,224 "," 	-21,224 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2310,שירותים אישיים וחברתיים,231038,השרות לילד ונוער חוץ-," 	796,297 "," 	180,993 "," 	-180,993 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2310,שירותים אישיים וחברתיים,231039,השרות לילד ונוער טיפול," 	480,951 "," 	188,007 "," 	-188,007 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2310,שירותים אישיים וחברתיים,231040,השרות לילד ולנוער -," 	95,527 ", 	-00 , 	-00 ," 	10,500 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2310,שירותים אישיים וחברתיים,231042,השירות לזקן- טיפול חוץ," 	124,630 "," 	137,799 "," 	-137,799 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2310,שירותים אישיים וחברתיים,231043,השירות לזקן טיפול," 	118,848 "," 	96,308 "," 	-96,308 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2310,שירותים אישיים וחברתיים,231051,השרות למען הילד (אימוץ)," 	18,127 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2310,שירותים אישיים וחברתיים,231072,עבודה קהילתית," 	13,406 "," 	5,094 "," 	-5,094 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2310,שירותים אישיים וחברתיים,231073,תוכנית לטיפול בעולים," 	12,929 "," 	3,299 "," 	-3,299 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2311,נוער צעירים ושירותי,231110,קציני מבחן נוער," 	133,744 ", 	-00 , 	-00 , 	-00 , 	649 , 	270 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2311,נוער צעירים ושירותי,231120,מעונות ממשלתיים - רשות," 	20,802 ", 	-00 , 	-00 , 	-00 , 	90 , 	36 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2311,נוער צעירים ושירותי,231123,שרות המבחן לנוער," 	9,466 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2311,נוער צעירים ושירותי,231124,שרות המבחן למבוגרים," 	14,796 ", 	353 , 	-353 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2311,נוער צעירים ושירותי,231125,השירות לטיפול," 	63,778 "," 	9,300 "," 	-9,300 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2311,נוער צעירים ושירותי,231126,שיקום אסירים," 	28,436 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2311,נוער צעירים ושירותי,231132,השירות לשיקום נוער, 	902 ," 	1,000 "," 	-1,000 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2311,נוער צעירים ושירותי,231134,השירות לשיקום נוער," 	23,421 "," 	7,045 "," 	-7,045 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2311,נוער צעירים ושירותי,231164,השירות לצעירים צעירות," 	55,851 "," 	6,815 "," 	-6,815 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2311,נוער צעירים ושירותי,231165,השרות לטפול בנערות," 	62,200 "," 	11,463 "," 	-11,463 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2311,נוער צעירים ושירותי,231166,רשות חסות הנוער -," 	112,346 "," 	1,000 "," 	-1,000 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2311,נוער צעירים ושירותי,231171,רשות חסות הנוער -," 	67,832 ", 	172 , 	-172 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2312,תמיכה בפיתוח,231203,מוסדות ולשכות," 	28,990 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2312,תמיכה בפיתוח,231204,פיתוח שרותים למפגר," 	3,128 "," 	24,560 "," 	-24,560 "," 	35,208 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2312,תמיכה בפיתוח,231205,מעונות ומפתנים," 	10,162 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2312,תמיכה בפיתוח,231206,התקנות המשרד, 	475 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2312,תמיכה בפיתוח,231209,שירותים לזקן, 	519 , 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,23,משרד הרווחה והשירותים,2312,תמיכה בפיתוח,231210,שרותי שיקום," 	1,013 "," 	2,000 "," 	-2,000 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,25,תגמולים לנכים,2501,תגמולים לנכים,250101,שכר ונלוות," 	24,192 ", 	-00 , 	-00 , 	-00 , 	80 , 	250 
2015,2,שירותים חברתיים,24,רווחה,25,תגמולים לנכים,2501,תגמולים לנכים,250102,אמרכלות," 	28,984 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,25,תגמולים לנכים,2502,תגמולים ישירים וטיפול,250201,תגמולים ישירים," 	3,478,696 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,25,תגמולים לנכים,2502,תגמולים ישירים וטיפול,250202,טיפול רפואי ושירותים," 	421,367 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,24,רווחה,25,תגמולים לנכים,2503,רזרבה,250301,"רזרבה לתגמולים,"," 	122,455 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,25,העברות לביטוח הלאומי,27,ביטוח לאומי,2711,השתתפות אוצר המדינה,271101,השתתפות בגבייה," 	18,646,496 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,25,העברות לביטוח הלאומי,27,ביטוח לאומי,2711,השתתפות אוצר המדינה,271102,השתתפויות אחרות," 	1,471,991 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,25,העברות לביטוח הלאומי,27,ביטוח לאומי,2712,תשלומי העברה במימון,271201,קצבאות וחוקים ייעודיים," 	6,066,556 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,25,העברות לביטוח הלאומי,27,ביטוח לאומי,2712,תשלומי העברה במימון,271202,הסכמים סעיף 9," 	3,625,196 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,25,העברות לביטוח הלאומי,27,ביטוח לאומי,2713,השתתפות בהוצאות מינהל,271301,השתתפות בהוצאות מינהל," 	367,323 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,25,העברות לביטוח הלאומי,27,ביטוח לאומי,2714,רזרבה,271401,רזרבה," 	1,333,171 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1940,מנהל מדע,194001,מדע וקהילה," 	34,441 "," 	13,000 "," 	-13,000 "," 	4,000 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1940,מנהל מדע,194002,מחקר תשתיתי," 	54,692 "," 	27,381 "," 	-27,381 "," 	112,500 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1940,מנהל מדע,194003,פעילות בינלאומית," 	97,636 ", 	-00 , 	-00 ," 	10,000 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1940,מנהל מדע,194004,המועצה הלאומית למחקר," 	5,292 ", 	-00 , 	-00 ," 	5,500 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1940,מנהל מדע,194005,להבה- לצמצום הפער," 	30,000 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1941,מטה המשרדים,194101,שכר," 	44,033 ", 	-00 , 	-00 , 	-00 , 	125 , 	932 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1941,מטה המשרדים,194102,תפעול," 	22,268 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1941,מטה המשרדים,194103,מרכז הסברה," 	16,292 ", 	550 , 	-550 , 	-00 , 	9 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1942,מינהל התרבות,194201,רשות העתיקות," 	63,000 "," 	3,500 "," 	-3,500 ", 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1942,מינהל התרבות,194202,מינהל התרבות," 	707,250 "," 	2,000 "," 	-2,000 "," 	79,500 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1943,מינהל הספורט,194301,תמיכה בספורט," 	96,905 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1943,מינהל הספורט,194302,הרשות לנהיגה ספורטיבית," 	2,600 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1944,רזרבות,194401,רזרבה להתייקרויות," 	30,979 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,26,"מדע, תרבות וספורט",19,"משרד המדע והחלל, התרבות",1944,רזרבות,194402,רזרבה לעמידה בכלל," 	4,467 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,27,קליטת עליה,30,המשרד לקליטת העליה,3011,מינהל,301101,שכר," 	90,484 ", 	-00 , 	-00 , 	-00 , 	403 , 	864 
2015,2,שירותים חברתיים,27,קליטת עליה,30,המשרד לקליטת העליה,3011,מינהל,301102,מינהל ואמרכלות," 	77,485 ", 	50 , 	-50 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,27,קליטת עליה,30,המשרד לקליטת העליה,3012,שירותי קליטה,301201,דיור," 	466,008 ", 	-00 , 	-00 ," 	505,000 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,27,קליטת עליה,30,המשרד לקליטת העליה,3012,שירותי קליטה,301202,"תעסוקה, מדע ויזמות"," 	172,978 ", 	500 , 	-500 ," 	90,000 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,27,קליטת עליה,30,המשרד לקליטת העליה,3012,שירותי קליטה,301203,סטודנטים עולים," 	72,000 ", 	-00 , 	-00 ," 	55,000 ", 	-00 , 	-00 
2015,2,שירותים חברתיים,27,קליטת עליה,30,המשרד לקליטת העליה,3012,שירותי קליטה,301204,קליטה בקהילה," 	40,460 ", 	450 , 	-450 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,27,קליטת עליה,30,המשרד לקליטת העליה,3012,שירותי קליטה,301205,סיוע לאוכלוסיות," 	9,270 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,27,קליטת עליה,30,המשרד לקליטת העליה,3012,שירותי קליטה,301206,קליטת עולי אתיופיה," 	91,851 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,27,קליטת עליה,30,המשרד לקליטת העליה,3012,שירותי קליטה,301207,תכנית החומש לקליטת בני," 	12,000 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,27,קליטת עליה,30,המשרד לקליטת העליה,3012,שירותי קליטה,301208,עידוד עלייה," 	43,862 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,27,קליטת עליה,30,המשרד לקליטת העליה,3013,תשלומים ישירים,301301,סל קליטה ראשוני," 	479,140 ", 	900 , 	-900 , 	-00 , 	-00 , 	-00 
2015,2,שירותים חברתיים,27,קליטת עליה,30,המשרד לקליטת העליה,3014,רזרבה,301401,רזרבה," 	46,666 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,3,תשתיות,31,תחבורה,40,משרד התחבורה והבטיחות,4050,משרד ראשי,405001,משרד התחבורה - ראשי," 	201,721 "," 	34,050 "," 	-34,050 "," 	12,000 ", 	400 ," 	2,027 "
2015,3,תשתיות,31,תחבורה,40,משרד התחבורה והבטיחות,4050,משרד ראשי,405002,השירות המטאורולוגי," 	27,215 ", 	-00 , 	-00 , 	-00 , 	74 , 	35 
2015,3,תשתיות,31,תחבורה,40,משרד התחבורה והבטיחות,4051,תחבורה ימית,405101,רשות הספנות והנמלים," 	11,347 "," 	31,090 "," 	-31,090 ", 	-00 , 	58 , 	121 
2015,3,תשתיות,31,תחבורה,40,משרד התחבורה והבטיחות,4052,תעופה,405201,רשות התעופה האזרחית," 	29,738 "," 	37,398 "," 	-37,398 ", 	-00 , 	84 , 	412 
2015,3,תשתיות,31,תחבורה,40,משרד התחבורה והבטיחות,4053,בטיחות בדרכים,405301,הרשות לבטיחות בדרכים," 	103,088 ", 	300 , 	-300 ," 	11,000 ", 	-00 , 	-00 
2015,3,תשתיות,31,תחבורה,40,משרד התחבורה והבטיחות,4054,תחבורה ציבורית,405401,רשות תחבורה ציבורית," 	36,267 ", 	-00 , 	-00 , 	-00 , 	113 , 	72 
2015,3,תשתיות,31,תחבורה,40,משרד התחבורה והבטיחות,4059,רזרבה,405901,רזרבה," 	10,507 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,3,תשתיות,31,תחבורה,79,פיתוח התחבורה,7950,תחבורה ציבורית,795001,רכבות כבדות," 	1,338,091 "," 	240,000 "," 	-240,000 "," 	8,154,600 ", 	-00 , 	-00 
2015,3,תשתיות,31,תחבורה,79,פיתוח התחבורה,7950,תחבורה ציבורית,795002,תחבורה ציבורית והסעת," 	1,867,004 ", 	-00 , 	-00 ," 	5,970,399 ", 	-00 , 	-00 
2015,3,תשתיות,31,תחבורה,79,פיתוח התחבורה,7951,כבישים,795101,כבישים בין-עירוניים," 	6,318,175 "," 	418,500 "," 	-418,500 "," 	5,350,001 ", 	-00 , 	-00 
2015,3,תשתיות,31,תחבורה,79,פיתוח התחבורה,7951,כבישים,795102,כבישים עירוניים," 	890,466 "," 	30,000 "," 	-30,000 "," 	960,000 ", 	-00 , 	-00 
2015,3,תשתיות,31,תחבורה,79,פיתוח התחבורה,7952,בטיחות בדרכים,795201,הרשות הלאומית לבטיחות," 	129,560 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,3,תשתיות,31,תחבורה,79,פיתוח התחבורה,7953,פיתוח אחר,795301,פיתוח משרדי," 	45,000 ", 	-00 , 	-00 ," 	70,000 ", 	-00 , 	-00 
2015,3,תשתיות,31,תחבורה,79,פיתוח התחבורה,7955,תמיכות בתחבורה,795501,תמיכות בתחבורה ציבורית," 	5,001,760 "," 	46,000 "," 	-46,000 "," 	7,738,000 ", 	-00 , 	-00 
2015,3,תשתיות,31,תחבורה,79,פיתוח התחבורה,7960,רזרבה,796001,רזרבה," 	581,697 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,3,תשתיות,31,תחבורה,95,נמל חדרה,9510,הוצאות,951001,הוצאות," 	41,994 ", 	-00 , 	-00 , 	-00 , 	5 , 	24 
2015,3,תשתיות,31,תחבורה,95,נמל חדרה,9572,הכנסות נמל חדרה,957201,הכנסות נמל חדרה," 	41,994 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,3,תשתיות,32,משק המים,41,רשות ממשלתית למים,4130,תקציב הרשות הממשלתית,413001,הוצאות שכר," 	54,734 ", 	-00 , 	-00 , 	-00 , 	126 , 	946 
2015,3,תשתיות,32,משק המים,41,רשות ממשלתית למים,4130,תקציב הרשות הממשלתית,413002,קניות," 	29,425 ", 	-00 , 	-00 , 	-00 , 	-00 , 	-00 
2015,3,תשתיות,32,משק המים,41,רשות ממשלתית למים,4130,תקציב הרשות הממשלתית,413003,פעולות במשק המים," 	26,961 "," 	1,655 "," 	-1,655 "," 	3,500 ", 	-00 , 	-00 
