שנה,קוד רמה 1,שם רמה 1,קוד ושם רמה 1,קוד רמה 2,שם רמה 2,קוד ושם רמה 2,קוד סוג סעיף,שם סוג סעיף,קוד סעיף,שם סעיף,קוד ושם סעיף,קוד תחום,שם תחום,קוד ושם תחום,קוד תכנית,שם תכנית,קוד ושם תכנית,קוד מיון רמה 1,שם מיון רמה 1,קוד ושם מיון רמה 1,קוד מיון רמה 2,שם מיון רמה 2,קוד ושם מיון רמה 2,הוצאה/הכנסה,סוג תקציב,הוצאה נטו,הוצאה מותנית בהכנסה,הכנסה מיועדת,הרשאה להתחייב,שיא כח אדם,עבצ,כמות
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2450    ,מרכזים רפואיים,2450    -מרכזים רפואיים,245003  ,מרכז גריאטרי פרדס חנה,245003  -מרכז גריאטרי פרדס חנה,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,26623,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2402    ,משרד ראשי,2402    -משרד ראשי,240218  ,המכון לרפואה משפטית,240218  -המכון לרפואה משפטית,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,11464,0,0,0,38,84,24465
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2028    ,חינוך התישבותי,2028    -חינוך התישבותי,202811  ,"ביה""ס הממשלתי עין כרם","202811  -ביה""ס הממשלתי עין כרם",002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,43,משפטים,43-משפטים,1,תקציב רגיל,08      ,משרד המשפטים,08      -משרד המשפטים,0855    ,רשות האכיפה והגבייה,0855    -רשות האכיפה והגבייה,085501  ,מערכת ההוצאה לפועל,085501  -מערכת ההוצאה לפועל,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הוצאה,מקורי,34821,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2024    ,מינהל פדגוגי-כללי,2024    -מינהל פדגוגי-כללי,202405  ,הוראת המקצועות תוכניות,202405  -הוראת המקצועות תוכניות,003,העברות,003-העברות,029,שכר עקיף,029-שכר עקיף,הוצאה,מקורי,0,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,46,משרדים נוספים,46-משרדים נוספים,1,תקציב רגיל,02      ,הכנסת,02      -הכנסת,0203    ,פעולות הכנסת,0203    -פעולות הכנסת,020305  ,אמרכלות,020305  -אמרכלות,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,105337,0,0,0,0,0,0
2016,3,תשתיות,3-תשתיות,34,בינוי ושיכון,34-בינוי ושיכון,2,תקציב פיתוח,70      ,שיכון,70      -שיכון,7002    ,בנייה חדשה,7002    -בנייה חדשה,700202  ,עבודות פיתוח לבנייה,700202  -עבודות פיתוח לבנייה,007,השקעה,007-השקעה,047,השקעה בארץ,047-השקעה בארץ,הוצאה,מקורי,110100,520000,0,410000,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2416    ,שירותי בריאות הציבור,2416    -שירותי בריאות הציבור,241603  ,רפואה מונעת,241603  -רפואה מונעת,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הכנסה,מקורי,-4398,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2410    ,מרכזים רפואיים,2410    -מרכזים רפואיים,241021  ,פרדס חנה - מרכז גריאטרי,241021  -פרדס חנה - מרכז גריאטרי,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,42,אוצר,42-אוצר,1,תקציב רגיל,05      ,משרד האוצר,05      -משרד האוצר,0551    ,משרד האוצר ראשי,0551    -משרד האוצר ראשי,055106  ,שכר והסכמי עבודה,055106  -שכר והסכמי עבודה,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,12505,0,0,0,36,357,31725
2016,2,שירותים חברתיים,2-שירותים חברתיים,24,רווחה,24-רווחה,1,תקציב רגיל,23      ,משרד הרווחה והשירותים,23      -משרד הרווחה והשירותים,2306    ,אגף השיקום,2306    -אגף השיקום,230662  ,שיקום וטיפול בעוור,230662  -שיקום וטיפול בעוור,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,48743,8941,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2404    ,הכשרה והדרכה,2404    -הכשרה והדרכה,240409  ,הכשרת רופאים,240409  -הכשרת רופאים,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הכנסה,מקורי,-8000,0,0,0,0,0,0
2016,5,ענפי משק,5-ענפי משק,51,תיירות,51-תיירות,1,תקציב רגיל,37      ,משרד התיירות,37      -משרד התיירות,3703    ,המינהל לשיווק התיירות,3703    -המינהל לשיווק התיירות,370316  ,פעולות שיווק תיירות,370316  -פעולות שיווק תיירות,002,קניות,002-קניות,198,"קניות בחו""ל","198-קניות בחו""ל",הוצאה,מקורי,58204,3024,0,15000,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2416    ,שירותי בריאות הציבור,2416    -שירותי בריאות הציבור,241621  ,מעבדות בריאות הציבור,241621  -מעבדות בריאות הציבור,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2402    ,משרד ראשי,2402    -משרד ראשי,240232  ,מימון פעילויות - כללי,240232  -מימון פעילויות - כללי,004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2043    ,יסודי וחטיבות-ביניים,2043    -יסודי וחטיבות-ביניים,204302  ,החינוך העצמאי,204302  -החינוך העצמאי,003,העברות,003-העברות,029,שכר עקיף,029-שכר עקיף,הוצאה,מקורי,953336,0,0,0,0,0,157348
2016,1,בטחון וסדר ציבורי,1-בטחון וסדר ציבורי,13,בטחון-אחר,13-בטחון-אחר,1,תקציב רגיל,16      ,הוצאות חירום אזרחיות,16      -הוצאות חירום אזרחיות,1613    ,מיגון אוכלוסיה  -סופת,1613    -מיגון אוכלוסיה  -סופת,161302  ,ציוד איום בלתי,161302  -ציוד איום בלתי,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,3813,0,0,0,0,0,0
2016,7,הוצאות אחרות,7-הוצאות אחרות,72,הוצאות שונות,72-הוצאות שונות,2,תקציב פיתוח,83      ,הוצאות פיתוח אחרות,83      -הוצאות פיתוח אחרות,8304    ,השקעות שונות,8304    -השקעות שונות,830401  ,השקעות שונות,830401  -השקעות שונות,007,השקעה,007-השקעה,047,השקעה בארץ,047-השקעה בארץ,הוצאה,מקורי,131304,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2027    ,חינוך על יסודי,2027    -חינוך על יסודי,202705  ,הוראת המקצועות תוכניות,202705  -הוראת המקצועות תוכניות,003,העברות,003-העברות,031,מוצרים ציבוריים,031-מוצרים ציבוריים,הוצאה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2413    ,מרכזים רפואיים לבריאות,2413    -מרכזים רפואיים לבריאות,241364  ,מרכז גמילה מסמים -י-ם,241364  -מרכז גמילה מסמים -י-ם,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,5,ענפי משק,5-ענפי משק,52,חקלאות,52-חקלאות,1,תקציב רגיל,33      ,משרד החקלאות,33      -משרד החקלאות,3301    ,הוצאות שוטפות לפעילות,3301    -הוצאות שוטפות לפעילות,330101  ,הוצאות שכר,330101  -הוצאות שכר,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,213323,39284,0,0,792,2799,432744
2016,4,משרדי מטה,4-משרדי מטה,45,פנים ושלטון מקומי,45-פנים ושלטון מקומי,1,תקציב רגיל,06      ,משרד הפנים,06      -משרד הפנים,0622    ,שירותי דת לעדות לא,0622    -שירותי דת לעדות לא,062201  ,שירותי דת שוטפים,062201  -שירותי דת שוטפים,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הוצאה,מקורי,556,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2029    , חינוך עצמאי ומוכר,2029    - חינוך עצמאי ומוכר,202915  ,מעיין החינוך התורני,202915  -מעיין החינוך התורני,004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2027    ,חינוך על יסודי,2027    -חינוך על יסודי,202705  ,הוראת המקצועות תוכניות,202705  -הוראת המקצועות תוכניות,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,1,בטחון וסדר ציבורי,1-בטחון וסדר ציבורי,13,בטחון-אחר,13-בטחון-אחר,1,תקציב רגיל,17      ,תאום הפעולות בשטחים,17      -תאום הפעולות בשטחים,1731    ,המנהל האזרחי באזור,1731    -המנהל האזרחי באזור,173105  ,ארכיאולוגיה,173105  -ארכיאולוגיה,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,0,5246,0,0,0,0,190080
2016,7,הוצאות אחרות,7-הוצאות אחרות,72,הוצאות שונות,72-הוצאות שונות,1,תקציב רגיל,54      ,רשויות פיקוח,54      -רשויות פיקוח,5413    ,רשות הטבע והגנים,5413    -רשות הטבע והגנים,541301  ,רשות הטבע והגנים,541301  -רשות הטבע והגנים,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,8,הכנסות,8-הכנסות,83,אגרות,83-אגרות,4,הכנסות המדינה,00      ,הכנסות המדינה,00      -הכנסות המדינה,0025    ,אגרות קנסות ורשיונות,0025    -אגרות קנסות ורשיונות,002507  ,אגרות,002507  -אגרות,021,הכנסות המדינה - הכנסות,021-הכנסות המדינה - הכנסות,082,הכנסות ממיסים,082-הכנסות ממיסים,הכנסה,מקורי,6700000,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,27,קליטת עליה,27-קליטת עליה,1,תקציב רגיל,30      ,המשרד לקליטת העליה,30      -המשרד לקליטת העליה,3011    ,מינהל,3011    -מינהל,301102  ,מינהל ואמרכלות,301102  -מינהל ואמרכלות,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,57683,50,0,0,0,0,0
2016,3,תשתיות,3-תשתיות,34,בינוי ושיכון,34-בינוי ושיכון,1,תקציב רגיל,43      ,המרכז למיפוי ישראל,43      -המרכז למיפוי ישראל,4302    ,שכר ותפעול,4302    -שכר ותפעול,430202  ,תפעול,430202  -תפעול,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,13631,3400,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,41,ראש הממשלה,41-ראש הממשלה,5,מפעלים עסקיים,89      ,מפעלי משרד ראש הממשלה,89      -מפעלי משרד ראש הממשלה,8902    ,לשכת הפרסום הממשלתית,8902    -לשכת הפרסום הממשלתית,890201  ,פעילות לשכת הפרסום,890201  -פעילות לשכת הפרסום,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,11972,0,0,0,30,285,14598
2016,3,תשתיות,3-תשתיות,34,בינוי ושיכון,34-בינוי ושיכון,2,תקציב פיתוח,70      ,שיכון,70      -שיכון,7006    ,פיתוח תשתיות יישובי,7006    -פיתוח תשתיות יישובי,700602  ,יישובי חולות חלוצה,700602  -יישובי חולות חלוצה,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הכנסה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,5,מפעלים עסקיים,93      ,"בתי""ח פסיכיאטרים","93      -בתי""ח פסיכיאטרים",9320    ,מאגר הכנסות מרכזי,9320    -מאגר הכנסות מרכזי,932005  ,העברת הכנסות ממשרד,932005  -העברת הכנסות ממשרד,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,301,הפחתות,301-הפחתות,הכנסה,מקורי,0,0,0,0,0,0,0
2016,3,תשתיות,3-תשתיות,31,תחבורה,31-תחבורה,1,תקציב רגיל,40      ,משרד התחבורה והבטיחות,40      -משרד התחבורה והבטיחות,4099    ,חשבון מעבר,4099    -חשבון מעבר,409999  ,חשבון מעבר,409999  -חשבון מעבר,028,חשבונות מעבר,028-חשבונות מעבר,095,חשבונות מעבר,095-חשבונות מעבר,הוצאה,מקורי,0,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,41,ראש הממשלה,41-ראש הממשלה,1,תקציב רגיל,04      ,משרד ראש הממשלה,04      -משרד ראש הממשלה,0462    ,המשרד לשירותי הדת,0462    -המשרד לשירותי הדת,046207  ,מערך הגיור,046207  -מערך הגיור,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הוצאה,מקורי,0,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,46,משרדים נוספים,46-משרדים נוספים,1,תקציב רגיל,01      ,נשיא המדינה ולשכתו,01      -נשיא המדינה ולשכתו,0151    ,נשיא המדינה ומוסדותיו,0151    -נשיא המדינה ומוסדותיו,015102  ,נשיאי המדינה לשעבר,015102  -נשיאי המדינה לשעבר,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,2313,0,0,0,8.5,0,2653
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2023    ,מינהל מורים,2023    -מינהל מורים,202307  ,מרכזים פדגוגיים,202307  -מרכזים פדגוגיים,003,העברות,003-העברות,029,שכר עקיף,029-שכר עקיף,הוצאה,מקורי,0,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,45,פנים ושלטון מקומי,45-פנים ושלטון מקומי,1,תקציב רגיל,06      ,משרד הפנים,06      -משרד הפנים,0621    ,הבחירות ברשויות,0621    -הבחירות ברשויות,062101  ,הפיקוח הארצי על,062101  -הפיקוח הארצי על,002,קניות,002-קניות,173,רזרבה,173-רזרבה,הוצאה,מקורי,9845,0,0,0,0,0,0
2016,3,תשתיות,3-תשתיות,34,בינוי ושיכון,34-בינוי ושיכון,1,תקציב רגיל,42      ,מענקי בינוי ושיכון,42      -מענקי בינוי ושיכון,4201    ,סבסוד ריבית להלוואות,4201    -סבסוד ריבית להלוואות,420103  ,אשראי לדיור,420103  -אשראי לדיור,009,מתן אשראי,009-מתן אשראי,054,אשראי בשקלים,054-אשראי בשקלים,הוצאה,מקורי,157926,0,0,0,0,0,0
2016,3,תשתיות,3-תשתיות,34,בינוי ושיכון,34-בינוי ושיכון,1,תקציב רגיל,29      ,משרד הבינוי והשיכון,29      -משרד הבינוי והשיכון,2902    ,פעולות המשרד,2902    -פעולות המשרד,290201  ,שיקום שכונות חברתי,290201  -שיקום שכונות חברתי,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,42,אוצר,42-אוצר,1,תקציב רגיל,05      ,משרד האוצר,05      -משרד האוצר,0551    ,משרד האוצר ראשי,0551    -משרד האוצר ראשי,055105  ,"שוק ההון, ביטוח וחסכון","055105  -שוק ההון, ביטוח וחסכון",001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,24125,0,0,0,70,848,34740
2016,2,שירותים חברתיים,2-שירותים חברתיים,24,רווחה,24-רווחה,1,תקציב רגיל,23      ,משרד הרווחה והשירותים,23      -משרד הרווחה והשירותים,2301    ,תחום פעולה כללי,2301    -תחום פעולה כללי,230111  ,תכנון תקציבי,230111  -תכנון תקציבי,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הכנסה,מקורי,0,0,0,0,0,0,0
2016,5,ענפי משק,5-ענפי משק,53,תעשיה ותעסוקה,53-תעשיה ותעסוקה,1,תקציב רגיל,36      ,משרד הכלכלה,36      -משרד הכלכלה,3645    ,רזרבה להתייקרויות,3645    -רזרבה להתייקרויות,364501  ,עתודה ליישום מדיניות,364501  -עתודה ליישום מדיניות,002,קניות,002-קניות,173,רזרבה,173-רזרבה,הוצאה,מקורי,47787,0,0,158432,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,41,ראש הממשלה,41-ראש הממשלה,1,תקציב רגיל,04      ,משרד ראש הממשלה,04      -משרד ראש הממשלה,0459    ,לשכת הקשר נתיב,0459    -לשכת הקשר נתיב,045901  ,נתיב,045901  -נתיב,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,15110,0,0,0,53,47,6167
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2440    ,מרכזים לבריאות הנפש,2440    -מרכזים לבריאות הנפש,244008  ,מרכז רפואי באר שבע,244008  -מרכז רפואי באר שבע,004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,-122462,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,47,שירותי דת,47-שירותי דת,1,תקציב רגיל,22      ,המשרד לשירותי דת,22      -המשרד לשירותי דת,2202    ,הרבנות הראשית,2202    -הרבנות הראשית,220201  ,הרבנות הראשית,220201  -הרבנות הראשית,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,12891,0,0,0,24,464,16209
2016,1,בטחון וסדר ציבורי,1-בטחון וסדר ציבורי,13,בטחון-אחר,13-בטחון-אחר,1,תקציב רגיל,46      ,חוק חיילים משוחררים,46      -חוק חיילים משוחררים,4601    ,חוק חיילים משוחררים,4601    -חוק חיילים משוחררים,460101  ,מענקי שיחרור,460101  -מענקי שיחרור,003,העברות,003-העברות,034,תשלומי העברה סוציאליים,034-תשלומי העברה סוציאליים,הוצאה,מקורי,819875,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2026    ,חינוך יסודי,2026    -חינוך יסודי,202605  ,הוראת המקצועות תוכניות,202605  -הוראת המקצועות תוכניות,003,העברות,003-העברות,029,שכר עקיף,029-שכר עקיף,הוצאה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2027    ,חינוך על יסודי,2027    -חינוך על יסודי,202706  ,חינוך טכנולוגי ומדעי,202706  -חינוך טכנולוגי ומדעי,003,העברות,003-העברות,031,מוצרים ציבוריים,031-מוצרים ציבוריים,הוצאה,מקורי,0,0,0,0,0,0,0
2016,3,תשתיות,3-תשתיות,33,אנרגיה,33-אנרגיה,1,תקציב רגיל,34      ,משרד האנרגיה והמים,34      -משרד האנרגיה והמים,3431    ,מינהל האדמה והים,3431    -מינהל האדמה והים,343102  ,תפעול ופעולות,343102  -תפעול ופעולות,019,העברות  פנים תקציביות,019-העברות  פנים תקציביות,300,השתתפויות,300-השתתפויות,הוצאה,מקורי,1418,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2404    ,הכשרה והדרכה,2404    -הכשרה והדרכה,240431  ,מרכז רפואי עירוני,240431  -מרכז רפואי עירוני,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2028    ,חינוך התישבותי,2028    -חינוך התישבותי,202804  ,אחזקת תלמידים בפנימיות,202804  -אחזקת תלמידים בפנימיות,003,העברות,003-העברות,035,תמיכות לפי סעיף 3א,035-תמיכות לפי סעיף 3א,הוצאה,מקורי,0,0,0,0,0,0,0
2016,7,הוצאות אחרות,7-הוצאות אחרות,72,הוצאות שונות,72-הוצאות שונות,1,תקציב רגיל,13      ,הוצאות שונות,13      -הוצאות שונות,1301    ,הוצאות שונות,1301    -הוצאות שונות,130130  ,רזרבה לפעולות מיוחדות,130130  -רזרבה לפעולות מיוחדות,002,קניות,002-קניות,173,רזרבה,173-רזרבה,הוצאה,מקורי,672476,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2038    ,העברות למוסדות תורניים,2038    -העברות למוסדות תורניים,203812  ,תמיכות ומענקים למוסדות,203812  -תמיכות ומענקים למוסדות,003,העברות,003-העברות,031,מוצרים ציבוריים,031-מוצרים ציבוריים,הוצאה,מקורי,0,0,0,0,0,0,0
2016,3,תשתיות,3-תשתיות,34,בינוי ושיכון,34-בינוי ושיכון,2,תקציב פיתוח,70      ,שיכון,70      -שיכון,7003    ,פעולות פיתוח במרקם,7003    -פעולות פיתוח במרקם,700302  ,ריכוז מאמץ,700302  -ריכוז מאמץ,007,השקעה,007-השקעה,047,השקעה בארץ,047-השקעה בארץ,הוצאה,מקורי,53050,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,27,קליטת עליה,27-קליטת עליה,1,תקציב רגיל,30      ,המשרד לקליטת העליה,30      -המשרד לקליטת העליה,3012    ,שירותי קליטה,3012    -שירותי קליטה,301206  ,קליטת עולי אתיופיה,301206  -קליטת עולי אתיופיה,003,העברות,003-העברות,034,תשלומי העברה סוציאליים,034-תשלומי העברה סוציאליים,הוצאה,מקורי,0,0,0,0,0,0,0
2016,4,משרדי מטה,4-משרדי מטה,41,ראש הממשלה,41-ראש הממשלה,1,תקציב רגיל,04      ,משרד ראש הממשלה,04      -משרד ראש הממשלה,0452    ,משרדי ממשלה ולשכות שרים,0452    -משרדי ממשלה ולשכות שרים,045203  ,משרד התפוצות,045203  -משרד התפוצות,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,4264,0,0,0,0,189,5915
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2028    ,חינוך התישבותי,2028    -חינוך התישבותי,202810  ,"ביה""ס הממשלתי בימה","202810  -ביה""ס הממשלתי בימה",004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,0,0,0,0,0
2016,7,הוצאות אחרות,7-הוצאות אחרות,72,הוצאות שונות,72-הוצאות שונות,1,תקציב רגיל,54      ,רשויות פיקוח,54      -רשויות פיקוח,5431    ,רשות הגז הטבעי,5431    -רשות הגז הטבעי,543102  ,הוצאות תפעול ופעילות,543102  -הוצאות תפעול ופעילות,002,קניות,002-קניות,033,קניות בארץ,033-קניות בארץ,הוצאה,מקורי,37501,0,0,0,0,0,0
2016,8,הכנסות,8-הכנסות,84,הכנסות אחרות,84-הכנסות אחרות,4,הכנסות המדינה,00      ,הכנסות המדינה,00      -הכנסות המדינה,0035    ,גביית ריבית,0035    -גביית ריבית,003502  ,גביית ריבית מח' הגבייה,003502  -גביית ריבית מח' הגבייה,021,הכנסות המדינה - הכנסות,021-הכנסות המדינה - הכנסות,083,הכנסות הון,083-הכנסות הון,הכנסה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,1,תקציב רגיל,24      ,משרד הבריאות,24      -משרד הבריאות,2416    ,שירותי בריאות הציבור,2416    -שירותי בריאות הציבור,241621  ,מעבדות בריאות הציבור,241621  -מעבדות בריאות הציבור,004,הכנסות מיועדות,004-הכנסות מיועדות,041,הכנסות תקציב רגיל,041-הכנסות תקציב רגיל,הכנסה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,22,חינוך,22-חינוך,1,תקציב רגיל,20      ,משרד החינוך,20      -משרד החינוך,2028    ,חינוך התישבותי,2028    -חינוך התישבותי,202805  ,שירותי עזר ביסודי ז'-ט',202805  -שירותי עזר ביסודי ז'-ט',003,העברות,003-העברות,029,שכר עקיף,029-שכר עקיף,הוצאה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,21,בריאות,21-בריאות,5,מפעלים עסקיים,93      ,"בתי""ח פסיכיאטרים","93      -בתי""ח פסיכיאטרים",9305    ,מרכז רפואי בת ים,9305    -מרכז רפואי בת ים,930501  ,שכר ונלוות,930501  -שכר ונלוות,001,שכר,001-שכר,030,שכר בארץ,030-שכר בארץ,הוצאה,מקורי,0,0,0,0,0,0,0
2016,2,שירותים חברתיים,2-שירותים חברתיים,23,השכלה גבוהה,23-השכלה גבוהה,1,תקציב רגיל,21      ,השכלה גבוהה,21      -השכלה גבוהה,2111    ,תמיכה בהוראה ובמחקר,2111    -תמיכה בהוראה ובמחקר,211103  ,השתתפות בקרנות וארגוני,211103  -השתתפות בקרנות וארגוני,003,העברות,003-העברות,190,העברות לארגונים ומדינות זרות,190-העברות לארגונים ומדינות זרות,הוצאה,מקורי,4600,0,0,0,0,0,0
