שם חברה,תאור של ארגון רכש,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,"מס' פנייה במנו""ף/מנור""",סיבת פטור,הזמנה רגישה
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501068129,כיבוד ועדת בוחנים,06-14-15,12-31-15,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",138.74,ILS,139.91999999999999,תקנה 14ב - מכרז מרכזי,זכיין של קרית הממשלה בתל אביב,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501068236,"חידוש נוהל מפת""ח",06-14-15,,0040001161,"מתודה מחשבים בע""מ",7371,ILS,3685.5,פטור ממכרז,7.4.3,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501068268,מקרר ללשכת האוכלוסין בחדרה,06-14-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2562.3000000000002,ILS,2584.1999999999998,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501068355,התקנים לחדר תקשורת,06-14-15,,0040001108,"בינת תקשורת מחשבים בע""מ",27890.98,ILS,0,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501068363,ציוד משרדי עבור לשכת האוכלוסין בראשון לציון,06-14-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1794.54,ILS,1809.83,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501068972,תעודות זהות ארעיות ללשכות האוכלוסין,06-16-15,12-31-15,0010000173,המדפיס הממשלתי,20000,ILS,20000,אחר,המדפיס הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501069050,ציוד משרדי עבור לשכת האוכלוסין בהרצליה,06-16-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",906.87,ILS,914.6,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501069178,כיבוד סדנא להערכת עובדים,06-16-15,12-31-15,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",904.11,ILS,0,תקנה 14ב - מכרז מרכזי,כיבוד לסדנא להערכת עובדים,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501069224,תלושי מזון ליום הדרכת עובדים- הערכת עובדים,06-16-15,04-30-16,0040011436,רשות שדות התעופה-ע.מ,1375.59,ILS,1350.84,פטור ממכרז,זכיין של רשת,תקנה 3(29) - ספק יחיד,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501069236,כיבוד סדנא להערכת עובדים,06-16-15,,0040228466,"טעמים פלוס בע""מ",1463.69,ILS,0,תקנה 14ב - מכרז מרכזי,זכיין של קרית הממשלה בחיפה,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501069451,שירותי מנעולן,06-17-15,06-07-16,0040411729,מזרחי ישי גד,50000.01,ILS,49877.65,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501069537,ציוד משרדי עבור לשכת האוכלוסין בירושלים,06-17-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1819.72,ILS,1835.28,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501069594,ריהוט עבור לשכת בני ברק החדשה,06-17-15,08-31-15,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",63626.48,ILS,46081.03,תקנה 14ב - מכרז מרכזי,537946,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501069598,ריהוט עבור לשכת הר חומה החדשה,06-17-15,08-31-15,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",62221.04,ILS,1104.24,תקנה 14ב - מכרז מרכזי,537946,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501069603,ריהוט עבור לשכת אילת המחודשת,06-17-15,08-31-15,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",64257.48,ILS,63782.79,תקנה 14ב - מכרז מרכזי,537946,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501069671,ציוד משרדי מרכז להנפקת אשרות,06-17-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",4337.3,ILS,4333.8900000000003,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501069986,רכשת מסכים לצורכי הרשות,06-17-15,05-21-16,0040001608,"חיון מחשבים בע""מ",53549.73,ILS,36815.47,תקנה 14ב - מכרז מרכזי,541738,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501070535,מוצרי חשמל עבור לשכת האוכלוסין בבני ברק,06-21-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3833.51,ILS,3840.31,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501070637,ציוד משרדי עבור לשכת האוכלוסין בחולון,06-21-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3388.29,ILS,3417.22,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501070640,פסי דריכה,06-21-15,,0040304666,"איי.טי.אם - טק. בע""מ",10003.5,ILS,10089,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501070705,חלב עבור לשכת תל אביב,06-21-15,12-31-15,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",2969.51,ILS,2576,תקנה 14ב - מכרז מרכזי,זכיין של קרית הממשלה בתל אביב,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501070714,שירותי הדברה,06-21-15,,0040474359,כהן שלום,6435,ILS,6490,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501070729,שירותי לינה,06-21-15,,0040460396,"פרי-טורס בע""מ",49734,ILS,47999.99,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501070749,עבודות חשמל באלבר,06-21-15,,0040355171,אסרף יצחק,9322,ILS,9322,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501071131,ייעוץ בנושא ייצור נרתיקים,06-22-15,,0040531068,"מוביכם תכנון מדעי בע""מ",21060,ILS,3510,פטור ממכרז,ייעוץ בנושא ייצור נרתיקים,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501071344,כיבוד לוועדה מייעצת לענייני פליטים,06-22-15,12-31-15,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",239.14,ILS,241.27,תקנה 14ב - מכרז מרכזי,9999,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501071377,רול אפ עבור מתקני מנהל אכיפה,06-22-15,,0040479206,"טלרז.ל.א יבוא ושיווק בע""מ",2293.1999999999998,ILS,2312.8000000000002,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501071726,מכשירי קשר - מוטורולה,06-23-15,,0041133660,"ב.מ. טק בע""מ",3469.05,ILS,3498.7,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501071732,"הזמנת פקס מת""ש פ""ת",06-23-15,06-10-16,0040004286,"אלפא מסופים ומדפסות בע""מ",1080.6099999999999,ILS,1089.8499999999999,תקנה 14ב - מכרז מרכזי,20-2012,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501071754,ציוד משרדי עבור לשכת האוכלוסין ברחובות,06-23-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1557.68,ILS,1571,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130126,תפעול ביקורת גבולות,4501071805,הזמנת לינה לבקרים,06-23-15,,0040001213,"רשת מלונות אטלס בע""מ",2527.1999999999998,ILS,2548.8000000000002,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501072033,הזמנת מדבקום לסימון פריטים,06-23-15,,0040001244,"דנגוט מחשבים בע""מ",2925,ILS,2950,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501072042,עבור כרטסי רשת נוספים,06-23-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",2808,ILS,0,פטור ממכרז,98,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501072782,הזמנת פקס אגף היתרים ירושלים,06-25-15,06-10-16,0040004286,"אלפא מסופים ומדפסות בע""מ",1080.6099999999999,ILS,1089.8499999999999,תקנה 14ב - מכרז מרכזי,02-2012,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501072804,עבודות מיזוג,06-25-15,,0041049150,כהן חי,2808.4,ILS,2808.4,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501072820,מעטפות ללשכות האוכלוסין,06-25-15,,0010000173,המדפיס הממשלתי,36000,ILS,36000,אחר,המדפיס הממשלתי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501072888,ציוד משרדי עבור לשכת בני ברק,06-25-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1808.18,ILS,1802.5,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501073181,דמי נהול ואחזקה,06-28-15,12-31-15,0041114762,"מיקדן מגדלי שקל בע""מ",115128,ILS,66830.350000000006,תקנה 14ב - מכרז מרכזי,מינהל הדיור,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501073356,תחזוקת מערכת התאמות אשראי,06-28-15,,0040235726,"קרדיט גארד בע""מ",21916.44,ILS,18388.580000000002,פטור ממכרז,התאמות אשראי,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501073427,דמי רישום ספורטיאדה,06-28-15,,0040000370,ההסתדרות הכללית של העובדים בארץ-ישר,2000,ILS,2000,פטור ממכרז,ספק יחיד,תקנה 3(29) - ספק יחיד,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501073454,הזמנת 10 מחשבים לצורכי הרשות,06-28-15,09-24-15,0040321702,"תים נטקום בע""מ",23589.83,ILS,23612.04,תקנה 14ב - מכרז מרכזי,553417,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110113,"הדרכה, רווחה ושכר",4501073463,ספורטיאדה 2015,06-28-15,,0040005157,"השטיח המעופף בע""מ",29358,ILS,20400,תקנה 14ב - מכרז מרכזי,0,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501073693,הזמנת KVM ל- 8 מחשבים CS1708A של חברת ATEN,06-28-15,06-10-16,0040328129,"ד.מ. (3000) הנדסה בע""מ",2948.4,ILS,2948.4,תקנה 14ב - מכרז מרכזי,16.4.8,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501073786,תרסיסי פלפל להגנה עצמית,06-29-15,,0040376424,"קליבר 3 בע""מ",9913.41,ILS,4525.3,פטור ממכרז,,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501073813,מכרז חשכל,06-29-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2790.51,ILS,2765.92,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501073824,מכרז חשכל,06-29-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",4182.83,ILS,4218.57,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501073955,ציוד משרדי,06-29-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3982.45,ILS,4016.5,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501074061,ציוד משרדי עבור לשכת בני ברק,06-29-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1278.7,ILS,1289.6199999999999,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501074138,נסיעה בכביש האגרה מנהרות הכרמל,06-29-15,12-31-15,0040333585,"קבוצת כרמלטון בע""מ",2940,ILS,1731.72,תקנה 14ב - מכרז מרכזי,מנהרות הכרמל,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110211,מערכת רישום ביקורת,4501074249,50 מסכים עבור עמדות רותם,06-30-15,05-21-16,0040001608,"חיון מחשבים בע""מ",26774.87,ILS,21602.97,תקנה 14ב - מכרז מרכזי,541738,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110202,"פעולות, שירותים",4501074540,הזמנת מסכים לצורכי הרשות,06-30-15,05-21-16,0040001608,"חיון מחשבים בע""מ",21419.89,ILS,0,תקנה 14ב - מכרז מרכזי,541738,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501074801,תחזוקה 2015,07-01-15,12-31-15,0040003163,רשות שדות התעופה,1673.88,ILS,1668,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501074816,תחזוקה אלנבי לשנת 2015,07-01-15,12-31-15,0040003163,רשות שדות התעופה,63701.04,ILS,49868,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501074819,תחזוקה ניצנה 2015,07-01-15,12-31-15,0040003163,רשות שדות התעופה,2209.89,ILS,872,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501074829,תחזוקה טאבה 2015,07-01-15,12-31-15,0040003163,רשות שדות התעופה,4210.4399999999996,ILS,2519.8000000000002,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501074838,תחזוקה נהר הירדן 2015,07-01-15,12-31-15,0040003163,רשות שדות התעופה,8247.7199999999993,ILS,8218.18,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501074845,תחזוקה אילת 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,5771.28,ILS,4904,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501074852,תחזוקה עובדה 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,9456.36,ILS,9436.7099999999991,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501074856,תחזוקה שדה תעופה חיפה 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,3134.78,ILS,3128.71,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501074872,תחזוקה שדה דב 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,1670.05,ILS,1668.15,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501074879,ציוד משקי,07-01-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2414.88,ILS,0,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501074915,תחזוקה נתבג 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,10971.73,ILS,10725.66,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501074915,תחזוקה נתבג 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,33807.089999999997,ILS,33048.9,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501074915,תחזוקה נתבג 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,293446.88,ILS,286865.71000000002,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501074915,תחזוקה נתבג 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,15342.74,ILS,14998.63,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501074925,תחזוקה נתבג לא טרמינל 3 ו-1 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,534807.32999999996,ILS,498922.93,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501074925,תחזוקה נתבג לא טרמינל 3 ו-1 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,157822.69,ILS,147719.65,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110233,הוצאות תפעול ומחשוב,4501074944,חשמל נתבג 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,26377.99,ILS,12581.63,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501074944,חשמל נתבג 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,12381.5,ILS,5905.67,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501074944,חשמל נתבג 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,192182.52,ILS,91666.17,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501074944,חשמל נתבג 2015,07-01-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,307384.34999999998,ILS,146614.53,תקנה 14ב - מכרז מרכזי,תחזוקה רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501075251,תשלומי חשמל 2015,07-02-15,12-31-15,0040003163,רשות שדות התעופה,30000,ILS,11705,תקנה 14ב - מכרז מרכזי,חשמל רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501075270,חשמל נהר הירדן,07-02-15,12-31-15,0040003163,רשות שדות התעופה,12000,ILS,4168,תקנה 14ב - מכרז מרכזי,חשמל רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501075272,חשמל טאבה,07-02-15,12-31-15,0040003163,רשות שדות התעופה,8000,ILS,3225,תקנה 14ב - מכרז מרכזי,חשמל רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501075273,חשמל רבין ערבה,07-02-15,12-31-15,0040003163,רשות שדות התעופה,7000,ILS,3465,תקנה 14ב - מכרז מרכזי,חשמל רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501075278,חשמל עובדה,07-02-15,12-31-15,0040003163,רשות שדות התעופה,8190,ILS,4527.66,תקנה 14ב - מכרז מרכזי,חשמל רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501075286,חשמל ניצנה,07-02-15,12-31-15,0040003163,רשות שדות התעופה,5000,ILS,1726,תקנה 14ב - מכרז מרכזי,חשמל רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501075291,חשמל חיפה,07-02-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,9360,ILS,1326.32,תקנה 14ב - מכרז מרכזי,חשמל רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68130105,הוצאות תפעול,4501075294,חשמל אילת 2015,07-02-15,12-31-15,0040011436,רשות שדות התעופה-ע.מ,6000,ILS,2292,תקנה 14ב - מכרז מרכזי,חשמל רשת,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120110,הוצאות תפעול,4501075327,ציוד סובסידיה,07-02-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",35019.86,ILS,35319.17,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501075505,כיבוד לכנס ביומטרי,07-02-15,12-31-15,0040242875,"איכות קייטרינג שולץ 1997 בע""מ",3649.93,ILS,0,תקנה 14ב - מכרז מרכזי,כיבוד לכנס ביומטרי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501075683,דגלי רשות,07-05-15,06-21-16,0040012067,"א. כדורי דגלים וסמלים בע""מ",5148,ILS,5192,פטור ממכרז,דגלים עבור הרשות,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120111,הוצאות מחשוב,4501075952,"תשלום לשע""מ לשנת 2015",07-05-15,01-01-16,0010000194,"שע""מ-שרות עיבוד נתונים",43660,ILS,0,התקשרות עם גופים ממשלתיים,7.12.1,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501076133,מכרז משקי,07-05-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",4832.1000000000004,ILS,4873.3999999999996,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68120311,הוצאות תפעול,4501076278,נקיון ירושלים,07-06-15,06-30-16,0040012194,"א. דינמיקה אחזקות 2002 בע""מ",619702.23,ILS,255228.95,תקנה 1ב - מכרז פומבי רגיל,שירותי נקיון בירושלים,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501076287,ציוד משקי,07-06-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",5721.3,ILS,2489.8000000000002,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501076684,ציוד משרדי,07-06-15,,0010000020,משרד ראש הממשלה,12210,ILS,12210,אחר,"תהילה - רוה""מ",,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501077147,"מוצרי שתייה וחד""פ ללשכות מנהל האוכלוסין ברחבי הארץ",07-07-15,12-31-15,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",98380.62,ILS,17207.2,תקנה 1ב - מכרז פומבי רגיל,מכרז פומבי ציוד משקי,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501077239,ציוד משקי,07-07-15,,0040468239,"אלקטרו שופ בע""מ",26126.1,ILS,26196.400000000001,פטור ממכרז,9999,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501077612,חניות בני ברק,07-08-15,12-31-15,0040962876,"מיקדן חניון שקל בע""מ",819,ILS,278.45999999999998,תקנה 14ב - מכרז מרכזי,חניות בני ברק,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501077682,ציוד משרדי עבור לשכת האוכלוסין ברמלה,07-08-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2930.71,ILS,2955.76,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501077739,ציוד משרדי עבור לשכת האוכלוסין בבני ברק,07-08-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",654.32000000000005,ILS,659.92,תקנה 14ב - מכרז מרכזי,529619,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501077749,החזר הוצאות טיסה ולינה באילת לביצוע תחקירים בטחוני,07-08-15,,0040415006,רגב אליהו,1307.8800000000001,ILS,1152,"מכרז סגור עד 400,000 ש""ח-הוראת שעה",99,,לא
רשות האוכלוסין וההגירה,רשות ההגירה,68110111,הוצאות תפעול,4501077767,ציוד משרדי עבור לשכת האוכלוסין בבאר שבע,07-08-15,02-01-16,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1359.34,ILS,1370.96,תקנה 14ב - מכרז מרכזי,529619,,לא
