שם חברה,תקנה תקציבית,תיאור תקנה תקציבית,הזמנת רכש,מטרת התקשרות,תאריך יצירת ההזמנה,סיום תקופת תוקף,קוד ספק,שם הספק,"ערך ההזמנה כולל מע""מ",מטבע,"ביצוע חשבוניות במטבע מקומי כולל מע""מ והצ",אופן רכישה,סיבת פטור,"מס' פנייה במנו""ף/מנור""",הזמנה רגישה
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501071564,"ציוד משרדי טבריה, רבעון ג' 2015",06-22-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",497.3,ILS,542.86,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501071599,"ציוד משרדי נצרת, רבעון ג' 2015",06-22-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",937.42,ILS,831.05,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501071529,"ציוד משרדי נתניה, רבעון ג' 2015",06-22-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1111.5,ILS,1048.77,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501071470,"ציוד משרדי עבור כ""ס, רבעון ג' 2015",06-22-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3174.68,ILS,3142,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501071537,"ציוד משרדי פ""ת, רבעון ג' 2015",06-22-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",672.79,ILS,649.34,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501071390,"ציוד משרדי ראשל""צ, רבעון ג' 2015",06-22-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1767.97,ILS,1505.19,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501071118,רכישת זכרונות לשרתים מ.ג.ק,06-22-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",4260.93,ILS,4296.99,תקנה 14ב - מכרז מרכזי,,537960,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501071508,רכישת מערך איחסון ושירותי תחזוקה,06-22-15,12-31-10,0040001605,"טלדור מערכות מחשבים (1986) בע""מ",4306348.8,ILS,4325030.34,פטור ממכרז,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,565686,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501071375,רכישת פיירוול + 3 שנים תחזוקת מערכת,06-22-15,12-31-10,0040001605,"טלדור מערכות מחשבים (1986) בע""מ",1584516.46,ILS,1570966.62,פטור ממכרז,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,566546,לא
רשות האכיפה והגבייה,08550114,השתתפות במנהל הדיור,4501071316,"שכ""ד עפולה 2015",06-22-15,,0010000192,מינהל הדיור הממשלתי,44958.6,ILS,56979.69,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501071371,שכירות 2015 חדרה,06-22-15,,0010000192,מינהל הדיור הממשלתי,866911.6,ILS,658577.9,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550114,השתתפות במנהל הדיור,4501071371,שכירות 2015 חדרה,06-22-15,,0010000192,מינהל הדיור הממשלתי,502291.27,ILS,512055.17,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501071307,"תחזוקת הוצל""פ ירושלים",06-22-15,08-31-16,0040004217,ת.ד.ל בעמ,194327.64,ILS,61247.31,תקנה 1ב - מכרז פומבי רגיל,,556128,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501071844,"ציוד משרדי לשכת ת""א רבעון ג2015",06-23-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2039.96,ILS,2057.38,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501072666,אגרת שילוט אשדוד 2015,06-24-15,,0020000014,עירית אשדוד,1016.5,ILS,1016.5,פטור ממכרז,תקנה 3(16) - רשות מקומית,9999,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501072579,ייעוץ לטובת בניה ועיצוב מחדש של טפסי הגשה,06-24-15,,0040018178,ארגו יעוץ ניהול הטמעה ופרוייקטים בע,49608,ILS,16430,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501072559,כיבוד עבור הדרכות נאמני מחשוב,06-24-15,,0041332982,רז הילה קופיקס כפר סבא,1903.45,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550115,השתתפות במשרדי הממשל,4501074059,חיובים לשירותי ממשל זמין לשנת 2015,06-29-15,,0010000020,משרד ראש הממשלה,310830,ILS,310830,תקנה 14ב - מכרז מרכזי,,9999,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501074155,"טונרים לשכת קריות, רבעון ג' 2015",06-29-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",1727.91,ILS,0,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501074156,"טונרים לשכת קריות, רבעון ג' 2015",06-29-15,,0041097839,"גטר גרופ בע""מ",3229.76,ILS,3388.72,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501074157,"טונרים לשכת קריות, רבעון ג' 2015",06-29-15,,0040001244,"דנגוט מחשבים בע""מ",2373.46,ILS,2485.23,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501073971,"טונרים עבור צפת, רבעון ג' 2015",06-29-15,,0041097839,"גטר גרופ בע""מ",2842.18,ILS,2982.06,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501073980,"טונרים עבור צפת, רבעון ג' 2015",06-29-15,,0040001244,"דנגוט מחשבים בע""מ",1582.31,ILS,1657,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501074154,"ציוד משרדי עבור לשכת קריות, רבעון ג' 2015",06-29-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",854.69,ILS,861.99,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501074119,"ציוד משרדי עכו, רבעון ג' 2015",06-29-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2337.4899999999998,ILS,473.94,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501073968,"ציוד משרדי צפת, רבעון ג' 2015",06-29-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",942.67,ILS,948.59,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501073723,שעות פיתוח עבור מערכת יונה,06-29-15,12-31-15,0040012127,"סוופקום בע""מ",78174.720000000001,ILS,78842.880000000005,פטור ממכרז,תקנה 3(4)(ב)(3) - התקשרות המשך באישור ועדת פטור מרכזית,9999,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501074369,"ציוד משרדי חיפה, רבעון ג' 2015",06-30-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",2193.1799999999998,ILS,2199.19,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501074962,"ציוד משרדי חטיבת הרשמים, רבעון ג' 2015",07-01-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",674.22,ILS,668.94,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501076196,הרצאה תכנון ומדיניות,07-05-15,,0040295402,"אריה מליניאק - אימון מנהלים בע""מ",7020,ILS,7080,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501076216,יעוץ שכר עידוד,07-05-15,,0040001113,"קצב מהנדסים יועצים בע""מ",46800,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501076235,מונית למרצה לחטיבת הרשמים,07-05-15,,0040228339,"בון תור בע""מ",262.27999999999997,ILS,262.27999999999997,תקנה 14ב - מכרז מרכזי,,537423,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501076236,מונית למרצה לחטיבת הרשמים,07-05-15,,0040010480,"מסיעי אריה שאשא בע""מ",270.18,ILS,272.49,תקנה 14ב - מכרז מרכזי,,537423,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501076152,ריהוט אכלוס לשכת רמלה,07-05-15,,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",119920.88,ILS,0,תקנה 14ב - מכרז מרכזי,,537946,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501075953,רכישת ציוד לשרתים סביבת עבודה DR,07-05-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",284.75,ILS,0,תקנה 14ב - מכרז מרכזי,,537960,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501075910,רכישת שרת PROD למרכז,07-05-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",47117.120000000003,ILS,49287.15,תקנה 14ב - מכרז מרכזי,,537960,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501076225,שירותי הנגשה - תרגום לכתב ברייל ושמע,07-05-15,,0040000085,הספריה המרכזית לעיוורים ולבעלי לקוי,3000,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501075797,שרתים עבור האתר הראשי + אתר DR,07-05-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",937590.29,ILS,962213.01,תקנה 14ב - מכרז מרכזי,,537960,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501077222,הפקה של אגרת מתורגמת לשפה הערבית,07-07-15,,0040182817,דפוס בארי שותפות מוגבלת,3510,ILS,3540,תקנה 1ב - מכרז פומבי רגיל,,533523,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501077967,"רכישת כרטיסים לא חכמים לקבלי הוצל""פ + מתנדבים",07-08-15,,0040004429,"פולימיל בע""מ",1443.78,ILS,1456.12,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",9999,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501077869,רכישת תנורים למדפסת סמסונג CLP660ND,07-08-15,,0040001244,"דנגוט מחשבים בע""מ",381.33,ILS,0,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501078211,פינוי אמבולנס,07-09-15,,0040003474,מגן דוד אדם,399,ILS,399,אחר,,,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501078301,רכישת KVM לטובת חוות השרתים בירושלים,07-09-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",70504.22,ILS,73709.84,תקנה 14ב - מכרז מרכזי,,537960,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501078223,"תגי שם לשכות הוצל""פ",07-09-15,,0040000885,צחובוי אילן,947.7,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501078139,תקשורת פסיבית לטובת הקמת המתקן החדש ירושלים,07-09-15,,0040001165,"בינת יישום מערכות בע""מ",835621.18,ILS,842763.22,תקנה 14ב - מכרז מרכזי,,516787,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501079202,דמי משלוח עבור חברת גרפיטי,07-12-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",368.55,ILS,371.7,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501080322,ריהוט אכלוס לשכת חיפה- מנהלת מחוז/רשמים/חדר ישיבות,07-14-15,,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",98332.56,ILS,0,תקנה 14ב - מכרז מרכזי,,537946,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501080467,ריהוט אכלוס לשכת חיפה- ריהוט לעובדים,07-14-15,,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",384235.25,ILS,0,תקנה 14ב - מכרז מרכזי,,537946,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501080475,"ריהוט מטבחונים הוצל""פ חיפה לשכה חדשה",07-14-15,,0040003692,"טופ-ליין יבוא ושיווק רהיטים בע""מ",15208.47,ILS,0,תקנה 14ב - מכרז מרכזי,,537946,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501080482,תיחור משקי 2015,07-14-15,,0040001103,קרביץ (1974) בעמ,99999.88,ILS,48421.440000000002,פטור ממכרז,תקנה 3(4)(ב)(1) - התקשרות המשך באישור ועדת מכרזים משרדית,?,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501080746,ישיבה בועדת בוחנים,07-15-15,,0040828757,מסבנד יוסף,517.14,ILS,521.55999999999995,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501080617,שירותי הנגשה - תרגום לשפת הסימנים,07-15-15,,0040148904,המכון לקידום החרש בישראל,5000,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501081479,"עבודות תשתית לציוד מולטימדיה הוצל""פ נצרת עלית",07-16-15,09-30-15,0040515469,"מתחם השלושה בע""מ",2749.5,ILS,2773,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",9999,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501081985,בנות שירות לאומי,07-19-15,08-31-16,0040007364,"אגודה להתנדבות - שירות לאומי (ע""ר)",336000,ILS,81475.740000000005,פטור ממכרז,תקנה 3ג - מימוש זכות ברירה,555099,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501081681,"טונרים עבור ראש""לצ, רבעון ג' 2015",07-19-15,,0040001244,"דנגוט מחשבים בע""מ",2966.83,ILS,3132.86,תקנה 14ב - מכרז מרכזי,,537981,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501081806,עיצוב גרפי של פורטלים וממשקי משתמש,07-19-15,,0040001141,"אלעד מערכות תוכנה בע""מ",49575.75,ILS,4340.7,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",9999,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501081804,"ציוד משרדי עבור המטה, רבעון ג' 2015",07-19-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",1301.07,ILS,1312.21,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501081669,קרגלים עבור המטה,07-19-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",262.08,ILS,264.32,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501082099,שירותי בקרה,07-19-15,,0010000086,משרד הבריאות,2920,ILS,2920,אחר,,משרד ממשלתי,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501082080,תחזוקת שרתים מערכות איחסון וגיבוי,07-19-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",145504.48000000001,ILS,150555.01,תקנה 14ב - מכרז מרכזי,,537979,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501082302,הרמת כוסית לראש השנה מחוז מרכז,07-20-15,,0040408841,"מונייר פוד דיזיין בע""מ",5879.84,ILS,5929.55,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501082395,מגן זכוכית,07-20-15,,0040000885,צחובוי אילן,216.45,ILS,218.3,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501082163,שליחת הודעות SMS,07-20-15,,0010000020,משרד ראש הממשלה,16500,ILS,16500,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",9999,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501083315, אגרת רישום מאגר מידע של חייבים משתמטים,07-22-15,,0010000029,משרד המשפטים,265,ILS,265,אחר,,משרד ממשלתי,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501083210,שירותי אחזקה בלשכת עכו,07-22-15,,0040004217,ת.ד.ל בעמ,6903,ILS,6962,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501084024,"השלמת נייר למינהל הגבייה, רבעון ג' 2015",07-23-15,,0040001212,"שחר - מוצרי נייר בע""מ",1028.6600000000001,ILS,1037.46,תקנה 14ב - מכרז מרכזי,,521424,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501084040,נייר A4 אקולוגי -מחוז דרום,07-23-15,,0040001103,קרביץ (1974) בעמ,16040.7,ILS,16146.26,תקנה 14ב - מכרז מרכזי,,521424,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501083944,"קרגלים עבור הוצל""פ ת""א, רבעון ג' 2015",07-23-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",3759.21,ILS,3770.55,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501084110,רכישת צורב DVD חיצוני,07-23-15,,0040001337,"גרפיטי - שיווק ציוד משרדי ונייר בע""",323.95999999999998,ILS,326.73,תקנה 14ב - מכרז מרכזי,,529619,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501083638,שירותי הקלדה לדיוני הרשם בהוצלפ אילת,07-23-15,,0041053940,אסייג רונית,9960,ILS,4938.5,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501085118,תחזוקת תוכנת TIVOLI,07-27-15,,0040001247,"הראל טכנולוגיות מידע בע""מ",13425.75,ILS,13353,תקנה 14ב - מכרז מרכזי,,537960,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501086071,מיזוג עבור מדור ישום בלשכת תל אביב,07-28-15,,0040001099,"י. ב. אחזקת מערכות בע""מ",7488,ILS,7552,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501086582,"כבאית הוצל""פ ראשל""צ",07-29-15,,0010000467,הרשות הלאומית לכבאות והצלה,232,ILS,232,אחר,,,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501086540,מתנות כיתה א' 2015,07-29-15,,0041056294,"אופיס 3000 בע""מ",13385.39,ILS,13499.97,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501086173,ניהול המכון להשתלמות רשמים,07-29-15,08-31-16,0040316681,"דן ארבל שופט בדימוס בע""מ",495762.93,ILS,123201,אחר,,,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501086625,שירות לאומי,07-29-15,08-31-16,0040012305,"""של"" העמותה לשירות לאומי אזרחי חלופ",600000,ILS,67813.67,פטור ממכרז,תקנה 3ג - מימוש זכות ברירה,555099,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501086264,"שירותי נקיון הוצל""פ 2015",07-29-15,08-31-15,0040269317,"ש.א. יובל ניהול ואחזקה בע""מ",125651.12,ILS,86236.46,תקנה 1ב - מכרז פומבי רגיל,,556126,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501086232,"שירותי נקיון הוצל""פ י-0 2015-16",07-29-15,12-31-15,0040269317,"ש.א. יובל ניהול ואחזקה בע""מ",194067.52,ILS,68401.42,תקנה 1ב - מכרז פומבי רגיל,,556126,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501086797,מונית למרצה רשמים,07-30-15,,0040228339,"בון תור בע""מ",264.42,ILS,262.27,תקנה 14ב - מכרז מרכזי,,537423,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501086802,מונית למרצה רשמים,07-30-15,,0040010480,"מסיעי אריה שאשא בע""מ",272.49,ILS,256,תקנה 14ב - מכרז מרכזי,,537423,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501087034,תחזוקה לתוכנת לארכוב וחיפוש מסמכים,07-30-15,,0040011510,"אוליב תוכנה בע""מ",103543.6,ILS,108515.16,פטור ממכרז,תקנה 3(29) - ספק יחיד,567431,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501087435,הדפסת טופס 529- שאלון וכתב ויתור על סודיות,08-02-15,,0040004338,"דפוס ציון בע""מ",24277.5,ILS,24485,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501087692,הרמת כוסית לראש השנה- מטה,08-02-15,,0040530691,"החאן סזאן בע""מ",37586.25,ILS,30473.5,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501087419,הרמת כוסית לראש השנה הוצלפ תל אביב,08-02-15,,0041069958,"קפה בעגלא בע""מ",6028.47,ILS,6080,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501087252,צקים כלים שלובים,08-02-15,,0040189595,"חברת דואר ישראל בע""מ-עמלות",25972.83,ILS,14831.42,אחר,,,לא
רשות האכיפה והגבייה,08550112,הוצאות מחשוב,4501087277,רכישת ערכת תחזוקה לסורק פנסוניק S5046H,08-02-15,,0040011824,"ויטק בע""מ",9737.44,ILS,9737,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501087894,אוטובוס עבור הרמת כוסית ראש השנה מחוז דרום,08-03-15,,0040010480,"מסיעי אריה שאשא בע""מ",1451.97,ILS,1464.38,תקנה 14ב - מכרז מרכזי,,537423,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501087974,הדפסת חוברת השתלמויות 2016,08-03-15,,0040004338,"דפוס ציון בע""מ",2047.5,ILS,2047.5,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501087927,הרמת כוסית לראש השנה מחוז דרום,08-03-15,,0040943283,"קבב אמונה בע""מ",3529.82,ILS,3559.99,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501088204,"מאוררים עבור הוצל""פ טבריה",08-03-15,,0040947974,בטאן יחיאל,951.84,ILS,959.98,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501088182,מגינים לטקס מצטיינים 2015,08-03-15,,0040000885,צחובוי אילן,5791.5,ILS,5019.3,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501088930,"הרמת כוסית לראש השנה מג""ק",08-04-15,,0041339758,אבריהמי אלון,3926.64,ILS,3510.18,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501088651,"חיבור כרוזית למערכת הכריזה- לשכת ב""ש",08-04-15,,0040245659,בורנשטיין אהרון,1111.5,ILS,1121,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501088774,"מצנני אוויר הוצל""פ טבריה",08-04-15,,0040947974,בטאן יחיאל,4362.93,ILS,4400.22,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501088754,"שושנות דגלים עבור אכלוסי לשכות הוצל""פ פריסה ארצית",08-04-15,,0040208040,רובין אורי,24000,ILS,0,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501088979,"שירותי תחזוקה מערכות בטחון הוצל""פ ירושלים",08-04-15,,0040001165,"בינת יישום מערכות בע""מ",11700,ILS,11800,פטור ממכרז,תקנה 3(29) - ספק יחיד,567831,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501089751,פיתוח תכנותי לשינוי מבנה הרשומה של הכתובת,08-06-15,,0040182817,דפוס בארי שותפות מוגבלת,18720,ILS,18880,תקנה 1ב - מכרז פומבי רגיל,,533523,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501089874,שירותי סליקה במעברי הגבול,08-06-15,08-31-16,0040223381,"מילגם שירותים לעיר בע""מ",12889.89,ILS,3761.69,תקנה 1ב - מכרז פומבי רגיל,,568523,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501089683,תחזוקת מבנים מינהלת הגביה והמסלול המקוצר,08-06-15,08-31-16,0041060835,נכסי יהונתן ויונה ירושלים,295261.2,ILS,148089.25,תקנה 1ב - מכרז פומבי רגיל,,99,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501089859,תעודות הוקרה מצטיינים 2014,08-06-15,,0040004338,"דפוס ציון בע""מ",468,ILS,472,פטור ממכרז,"תקנה 3(1) - התקשרות ששוויה אינה עולה על 50,000 ש""ח",,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501090048,יום השתלמות רשמים,08-09-15,,0040281541,"אורטל תיירות ונופש בע""מ",3532.11,ILS,2825.69,תקנה 1ב - מכרז פומבי רגיל,,565127,לא
רשות האכיפה והגבייה,08550110,הוצאות תפעול,4501090798,הפקת איגרת מזונות,08-10-15,,0040182817,דפוס בארי שותפות מוגבלת,994.5,ILS,1003,תקנה 1ב - מכרז פומבי רגיל,,533233,לא
