budget_code,publication_id,reason,description,volume
20241921,561451,3(29),"מאשרים התקשרות עם חמיצר בע""מ כספק יחיד לצורך ביצוע תכנית האתגר הסוציולוגי",49914
20260244,561425,3ג,"הארכת התקשרות במסגרת המכרז והחוזה להמשך שנה ראשונה עם אש""ד לקבלת שרותי תשתיות מידע והדרכה לביצוע מעקב, בקרה ומשוב על פעולות הקבס""ים המטפלים בתלמידים הנמצאים בסכנת נשירה ובלתמידים נושרים הפועלים ברשויות המקומיות ומנהלים את עבודתם במערכת מידע ממוחשבת. לפי תקנה 3ג לתח""מ.","1,948,427.3"
20260244,561421,3ג,"הארכת התקשרות במסגרת המכרז והחוזה למשך לשנה שלישית עם חב' סייט אנד סאונד בע""מ להפעלת מערך תומך לליווי הנחייה והפעלה של תוכניות חינוכיות בעלות אופי סוציו-פדגוגי באגף שח""ר. לפי תקנה 3ג - לתח""מ.","3,500,097.12"
20270955,561416,3ג,"הארכת התקשרות עם עתיד - רשת מכללות טכנולוגיות בע""מ אשר מפעילה את תוכנית היל""ה בעקבות זכייתה במכרז וזאת לצורך ביצוע הפעולות הבאות שאינן נכלות במכרז: גמול השתלמות לכ-250 מורים זכאים וכן שיפוי עלות ביטוח לצורך תשלום בגין יום המחלה הראשון של המורה/מנחה לפי תקנה 3ג - לתח""מ.",1133520
20320261,561293,3ג,"מאשרים הרחבת התקשרות עם אמביל בע""מ לצורך רכישת ציוד ימי",102624
20320261,561290,3ג,"מאשרים הרחבת התקשרות עם צריקרפט אינטרנשיונאל בע""מ לצורך רכישת ציוד ימי",194688
20260588,561218,3ג,"הרחבת התקשרות במסגרת המכרז והחוזה עם מט""ח להפעלת פרויקט ""התיכון הוירטואלי"" בשנה תשע""ה לפי תקנה 3ג - לתח""מ.",1249569
20261165,561216,3ג,"הרחבת התקשרות עם החברה למתנסים + העמותה לתפנית למתן שירותי ניהול ותפעול של תכניות העשרה בהשלמה לתוכניות הלימודים הפורמאלית בישובים שונים בישראל - תכנית קרב. לפי תקנה 3ג - לתח""מ.",204000000
20210745,561112,3(4)(ב)(1),"אושרה התקשרות עם מר רוני אמיתי לתקופה 1.1.2014-31.12.2014, בהיקף כולל של 2004 שעות, בתעריף של 121.5 ש""ח לשעה כולל מע""מ. לשכת המדען מבקשים לאשר באופן חריג תוספת של 160 שעות נוספות באותו תעריף לתקופה 3.12.2014-31.12.2014.",19440
20210504,561077,3ג,"בישיבתה ביום 7.4.2014 אישרה הוועדה התקשרות עם חב' מיקרוסופט למשך שנה, מיום 1.5.2014 עד 30.4.2015, בעלות של עד 420,892 ₪ לא כולל מע""מ, לצורך קבלת תמיכה במוצרי מיקרוסופט שבשימוש המשרד. בישיבתה ביום 2.7.2014 אישרה הוועדה הרחבת התקשרות עם חברת מיקרוסופט מיום 1.7.2014 עד 30.4.2015 בעלות של עד 100,096 ₪ לא כולל מע""מ לצורך קבלת תמיכה במוצרי מיקרוסופט שבשימוש המשרד. בישיבתה ביום 2.9.2014 אישרה הוועדה הרחבת התקשרות עם חברת מיקרוסופט מיום 1.10.2014 עד 30.4.2015 בעלות כוללת של 331,5",326443
20210504,561070,3(29),"בישיבתה ביום 7.4.2014 אישרה הוועדה התקשרות עם חב' מיקרוסופט למשך שנה, מיום 1.5.2014 עד 30.4.2015, בעלות של עד 420,892 ₪ לא כולל מע""מ, לצורך קבלת תמיכה במוצרי מיקרוסופט שבשימוש המשרד. בישיבתה ביום 2.7.2014 אישרה הוועדה הרחבת התקשרות עם חברת מיקרוסופט מיום 1.7.2014 עד 30.4.2015 בעלות של עד 100,096 ₪ לא כולל מע""מ לצורך קבלת תמיכה במוצרי מיקרוסופט שבשימוש המשרד. בישיבתה ביום 2.9.2014 אישרה הוועדה הרחבת התקשרות עם חברת מיקרוסופט מיום 1.10.2014 עד 30.4.2015 בעלות כוללת של 331,",326443
20240255,561018,3(29),"הוועדה המשרדית ממליצה לוועדת הפטור בחשכ""ל לאשר התקשרות עם מכון דוידסון לחינוך מדעי, כספק יחיד עפ""י תקנה 3(29) לתח""מ, לביצוע פרוייקט פר""ח- הפעלת סטודנטים כחונכים לילדים בעיירות פיתוח ושכונות מצוקה, וזאת לאחר שפורסמה הודעה באינטרנט (מס' 559511) בדבר הכוונה להתקשר עם מכון דוידסון עפ""י תקנה 3א לתח""מ ולא התקבלו השגות.",6350264
20270650,561015,3ג,"מינהל מדע וטכנולוגיה מקבל שירותים מאוניברסיטת אריאל בשומרון במסגרת מכרז 20/09.2013 למתן שירותי בדיקת חומרי לימוד דיגיטליים, תוכנות לימודיות ומערכות מתוקשבות תומכות למידה המיועדים לשימוש במשרד החינוך. ועדת המכרזים המשרדית, בישיבתה ביום 26.1.2014 אישרה התקשרות עם אוניברסיטת אריאל בשומרון מיום 1.2.2014 עד 31.12.2014 בעלות כולל של 754,000 ₪. בישיבתה מיום 22.06.2014 אישרה הוועדה הרחבת התקשרות מיום 1.7.2014 עד 31.12.2014 בעלות כולל של 290,000 ₪.",988100
20270629,560986,3ג,"מאשרים הארכת התקשרות במסגרת המכרז לשנה שלישית מימוש עם בית יציב ב.ש. בע""מ להפעלת תוכניות חינוכיות מחנות קיץ, ימי עיון במחוזות דרום וצפון. לפי תקנה 3ג - לתח""מ.",8161155
20220661,560969,3ג,"אישור הרחבת התקשרות במסגרת השנה הרביעית (מימוש זכות הברירה שהוגדרה במכרז) עם חברת הל""ח הזוכה במכרז 33/7.2010 - ביצוע קורסים בעזרה ראשונה לעובדים שונים במערכת החינוך ולסגל מינהלי של מוסדות החינוך.","124,478.2"
20381215,560847,3(29),"במהלך חמש השנים האחרונות, קיבל המשרד שירותים מחברת EAS בעקבות זכייתה במכרז 82/11.07 לאפיון, פיתוח ותחזוקה של מערכת תשלומים ותמיכות למוסדות תורניים(מערכת ""תלמוד""). ההתקשרות עם החברה במסגרת המכרז נגמרה בשנת 2013 והוארכה באישור ועדת הפטור המשרדית לשנת 2014. לאחר סיום ההתקשרות עם החברה עדיין נדרש לאגף בכיר מוסדות תורניים ייעוץ וליווי מקצועי בנושאי מערכת ""תלמוד"", כמפורט במכתב הסבר של מר עמוס צייאדה, מנהל האגף.",115050
20270650,560843,3ג,"מינהל מדע וטכנולוגיה מקבל שירותים מאוניברסיטת אריאל בשומרון במסגרת מכרז 20/09.2013 למתן שירותי בדיקת חומרי לימוד דיגיטליים, תוכנות לימודיות ומערכות מתוקשבות תומכות למידה המיועדים לשימוש במשרד החינוך. ועדת המכרזים המשרדית, בישיבתה ביום 26.1.2014 אישרה התקשרות עם אוניברסיטת אריאל בשומרון מיום 1.2.2014 עד 31.12.2014 בעלות כולל של 754,000 ₪. בישיבתה מיום 22.06.2014 אישרה הוועדה הרחבת התקשרות מיום 1.7.2014 עד 31.12.2014 בעלות כולל של 290,000 ₪. בהמשך להחלטתה של וועדת המ",988100
20260588,560710,3(30),"התקשרות במיזם משותף עפ""י תקנה 3(30) עם קרן עזריאלי בתוכנית להעצמה חינוכית בחט""ב, בהתאם לתוכנית שהובנתה מחדש ע""י האגף לחינוך על יסודי בהתאם לעקרונות היסוד שנקבעו ע""י האגף, מטרות, קריטריונים, בחירת בתי הספר, יעדים ותוכנית לפיתוח מקצועי. לפי תקנה לפי תקנה 3(30) לתח""מ.",1974577
20241450,560691,3(4)(ב)(2),"הארכת התקשרות לשנה חמישית מעבר לזכות הברירה עם חברת מרמנת - ארגון וניהול פרוייקטים בע""מ לתיאום ובקרת תוכניו של מסעות בני נוער לפולין. לפי תקנה 3(4)(ב)(2) לתח""מ.","886,519.84"
20270690,560690,3(16),"התקשרות עם עיריית באר שבע בפטור ממכרז לפי תקנה 3(16) להפעלת מערך פדגוגי התנסותי לבתי הספר בעיר באר שבע כולל בניית מערך ניהול של מרכז כולל מנהל, אנשי מנהלה, אחזקה ותחזוקה ותפעול שותף כולל רכזי מגמות. מרכז הטכנולוגי חינוך הוקם בעיר באר שבע במטרה לתת מענה לתלמידים בעיר באר שבע להתנסות במעבדות חדישות עם מכונות אמת.",892532
20210504,560689,3(29),"התקשרות עם חב' ג'ניוס לצורך חידוש רישיונות שימוש בתוכנת SPPS לפי תקנה 3(29) לתח""מ.",412673
20210504,560686,3(29),"התקשרות עם חברת אורקל לצורך קבלת תמיכה טכנית ותחזוקה לרישיונות תוכנה. לפי תקנה 3(29) לתח""מ.","572,619.51"
20210504,560685,3(29),"התקשרות עם חברת SPL לביצוע תמיכה ותחזוקה שנתית לתוכנות ADABAS ותוכנות בסיס לפי תקנה 3(29) לתח""מ.","1,738,241.48"
20210504,560683,3(29),"התקשרות עם חברת אס.פי דאטא לצורך תחזוקה ותמיכה לרישיונות שימוש בתוכנת QLLK VLEW לפי תקנה 3(29) לתח""מ.","163,282.13"
20210504,560682,3(29),"התקשרות עם חברת מטריקס איי.טח מוצרי תוכנה בע""מ לצורך תחזוקת מוצרי תוכנה של חברת BMC לפי תקנה 3(29).",695389
20210504,560676,3(29),התקשרות עם חברת או.טי 15 לצורך הקמה והתקנה ראשונית של מערכת לניהול היסעים לפי תקנה 3(29).,234820
20210504,560674,3(29),"התקשרות עם חב' ארטיס מוליטמדיה בע""מ, לצורך תחזוקת רישיונות שימוש ותמיכה בתוכנת ADA System המערכת משמשת לניהול מסמכים סרוקים באגף ב כיר כא""ב. לפי תקנה 3(29) לתח""מ.","308,846.12"
20270650,560670,3ג,"הרחבת התקשרות עם מט""ח - המרכז לטכנולוגיה חינוכית במסגרת השנה השנייה להתקשרות להפעלת קורסים ללמידה מרחוק. לפי תקנה 3ג - לתח""מ.",2818054
20270650,560663,3ג,"הרחבת התקשרות עם חברת איטיצ'ר להפעלת קורסים ללמידה מרחוק, לפי תקנה 3ג לתח""מ.",1594834
20261553,560623,3ג,"אישור המשך התקשרות שנה רביעית במסגרת מימוש זכות הברירה במכרז 4/1.2011 - הפעלת ימי עיון ותוכניות העשרה בתחומי מדע ודעת שונים לתלמידים מחוננים ומצטיינים, עם אוניברסיטת תל אביב כזוכה במכרז.",398000
210745,560587,3ג,"לשכת המדען מבקשים להאריך את תוקף החוזה עם האוניברסיטה העברית בנוגע למחקר ""הקשר בין התרבות הארגונית של ביה""ס לבין פערים בהישגי תלמידים בחינוך העל יסודי"". לתקופה 25.12.2014-31.12.2015. ולאשר תוספת תקציב בסך 146,300. תקנה תקציבית 210745.",146300
20300443,560384,3ג,"אשור התקשרות לשנה השלישית במסגרת זכות הברירה שהוגדרה במכרז, עם אדריכל יועץ עמנואל סומר. לתקופה 1.12.2014-30.5.2014, בהיקף כולל של 240 שעות. סה""כ 59,132 ש""ח כולל מע""מ (לאחר הנחת התקשרות מתמשכת). תקנה תקציבית 20-30-04-43.",59132
20240555,560363,3ג,"מאשרים התקשרות במסגרת המכרז והחוזה עם רבקה שרגא - ייעוץ תקשורתי לארגון ימי עיון מחוזיים ואזוריים בנוא מגדר ושיוויון בין המינים, וכמו כן ארגון תחרות באזור פעילות אחד. לפי תקנה 3ג - מימוש זכות ברירה.",814902
20270955,560357,3ג,"הארכת התקשרות במסגרת המכרז והחוזה לשנה שנייה עם חברת מרמנת בע""מ למתן שירותים ארגוניים ומינהלתיים להפעלת שרותי חינוך והשכלה לנוער מנותק ושרותי מידע. לפי תקנה 3ג- מימוש זכות ברירה.",2065236
20241484,560353,3ג,"הארכת התקשרות במסגרת המכרז והחוזה לשנה שנייה עם המרכז לטכנולוגיה חינוכית לכתיבה והפקה של שאלוני חידון התנ""ך לנוער. לפי תקנה 3ג- מימוש זכות ברירה.",355690
20210504,560334,3(29),"תוכנת Netmonitorמאפשרת מעקב היסטורי 24 שעות אחר תהליכים ברשת כגון עומסים, שגיאות, זמני תגובה, בדיקת ביצועי שרתים, בסיסי נתונים ואתרי WEB. הנתונים מתקבלים בגרפים לאורך זמן באופן שוטף ומאפשרים חיזוי של מצבי עומס עתידיים, יכולת לקליטת אפליקציות חדשות, יכולת איתור בעיות ואבחנה האם קיימת בעיית אפליקציה או בעיית תקשורת, מניעת מצבי תקלות ככל הניתן, ובכך לשמור על זמינות גבוהה של הרשת.",31270
20210504,560332,3(29),"ועדת הרכישות אישרה בישיבתה ביום 18.11.2013 התקשרות עם חב' מתודה למשך שנה, מיום 1.1.2014 עד 31.12.2014, בעלות של עד 6,300 ₪ לא כולל מע""מ, לצורך תחזוקת 10 ערכות נוהל מפת""ח. אבקשכם לאשר התקשרות עם חב' מתודה למשך שנה, מיום 1.1.2015 עד 31.12.2015, בעלות של עד 6,300 ₪ לא כולל מע""מ, לצורך תחזוקת 10 ערכות נוהל מפת""ח.",7434
20210504,560328,3(29),"ועדת רכישות ענ""א אישרה בישיבתה ביום 18.11.2013 התקשרות עם חב' לוגנט למשך שנה, מיום 1.1.2014 עד 31.12.2014, בעלות של עד 27,092₪ לא כולל מע""מ, לצורך תחזוקת 650 ערכות אמולציה של מחשבי PC למסופי 3270 (דימוי מחשבי PC למסופים של המחשב המרכזי IBM-MF). אבקשכם לאשר התקשרות עם חב' לוגנט למשך שנה, מיום 1.1.2015 עד 31.12.2015, בעלות של עד 27,092₪ לא כולל מע""מ, לצורך תחזוקת הערכות הנ""ל.",31969
20210504,560325,3(29),"לצורך חישוב מדד הטיפוח דרושים, בין השאר, נתונים כלכליים על תלמידים תושבי קיבוצים. ועדת הרכישות אישרה בישיבתה ביום 18.11.2013 התקשרות עם עומר ברנע למשך שנה, מיום 1.1.2014 עד 31.12.2014, לצורך אספקת הנתונים הדרושים, בעלות כוללת של עד 15,000₪ לא כולל מע""מ. אבקשכם לאשר התקשרות עם עומר ברנע למשך שנה, מיום 1.1.2015 עד 31.12.2015, לצורך אספקת הנתונים הדרושים, בעלות כוללת של עד 15,500₪ לא כולל מע""מ.",18290
20261542,560322,3(4)(ב)(1),התקשרות שנה חמישית מעבר למימוש זכות הברירה במכרז 19/5.2010 - עריכת מבחני קבלה למחוננים מערערים ו/או שלא נבחנו במועד הרגיל במגזר היהודי (ללא תוספת עלות - במימון ההורים).,0
20240545,560298,3(1),"התקשרות עם ד""ר דן לינק לצורך קבלת שירותי ייעוץ מדעי לספר ""חשיבה בתנועה""","8,020.58"
20300443,560295,3(1),התקשרות עם מהנדסים מורשי נגישות,49619
20271243,560223,3(4)(ב)(1),"במסגרת מימוש זכויות הברירה שנקבעו בסעיפים 1.8.2 4.6 ו-5.6 במכרז אבקשכם לאשר הארכת ההתקשרות עם חברת טלדור לתקופה של שנה נוספת, מיום 1.11.2014 ועד 31.10.2015 לצורך תחזוקת המערכת וביצוע שינויים ושיפורים (שו""ש) בהיקף של עד 250 שעות, בעלות כוללת של 167,242 ₪ לא כולל מע""מ. התקופה היא שלישית ואחרונה במסגרת האופציות במכרז.",197346
20241765,559810,3ג,מאשרים הארכת התקשרות עם קרן אלי ויזל וקרן קרית מלאכי במיזם משותף לצורך הפעלת פרוייקט לקידום חברתי לימודי של בני העד האתיופית.,850000
210745,559780,3(4)(ב)(1),"מבקשים לאשר הארכת התקשרות ללא תוספת תקציב עם אוניברסיטת בר אילן לביצוע ""פיתוח שפה ותפיסה ויזואלית מרחבית ע""י התערבות טכנולוגית המשלבת רובוט"" תקופת ההתקשרות שאושרה 1.11.2013-1.3.2015 מבקשים להאריך את ההתקשרות עד ל-1.3.2016.",210745
20240591,559728,3(4)(ב)(1),"ועדת הרכישות המרכזית אישרה המשך התקשרות עם גב' דליה לאופר כעורכת לשונית של חוזרי מנכ""ל, לפי תקנה 3(4)(ב)(1) - התקשרות בתנאים זהים לתנאי ההתקשרות הראשונה ואשר שווויה אינו עולה על 50,000 ש""ח.","49,393.26"
20210504,559637,3(4)(ב)(3),פיתוח וייעוץ בפרויקטי המחשוב המובילים של משרד החינוך,4999501
20241427,559604,3ג,"הארכת התקשרות במסגרת זכות הברירה שהוגדרה במכרז, להמשך שנה שלישית (סוף שנה שניה) עם עמותת מבראשית, להפעלת תוכנית חינוכית להעמקת הזהות האזרחית והזהות היהודית-ציונית, לתקופה מ- 6.11.2014 עד 3.2.2015, לפי תקנה 3ג -לתח""מ.",6899391
20241045,559428,3ג,"הארכת התקשרות עם מועצה האזורית נווה מדבר, למסגרת שנה שלישית במכרז , למתן שירותי תשתיות בחינוך לבתי""ס בפזורה הבדואית , במסגרת מימוש אופציה להארכה שהוגדרה בנוסח ההודעה שפורסמה באינטרנט בשנת 2013 בדבר הכוונה להתקשר עם נווה מדבר כספק יחיד ולהודעה לא היו השגות.",7296851
20271041,559426,3ג,"הארכת התקשרות עם אמן ארגון מדעי בע""מ + סיסנת תוכנה בע""מ למסגרת שנה שלישית במכרז , לארגון והפעלה של מרכז בדיקה של בחינות הבגרות והגמר (מרב""ד),במסגרת מימוש אופציה להארכה הכלולה במכרז.",38787449
2027650,559347,3ג,"הארכת התקשרות במסגרת המכרז והחוזה עם מכון זלמן שזר לרכישות זכויות שימוש בספרי לימוד במטרה לאפשר לתלמידי בתי הספר להשתמש בספרים באמצעות רשת האינטרנט. לפי תקנה 3ג - לתח""מ.",205
210349,559305,3(22),התקשרות עם מומחה רפואי פרופ' אליצור אבנר לצורך קבלת חוות דעת רפואית משלימה בתביעה שהוגשה נגד המשרד.,9440
210349,559302,3(22),"התקשרות עם מומחה רפואי ד""ר אבי פלד לצורך קבלת חוות דעת רפואית משלימה בתביעה שהוגשה נגד המשרד.",5900
210349,559301,3(22),"התקשרות עם מומחה רפואי ד""ר דניאל ציק, לצורך קבלת חוות דעת רפואית משלימה בתביעה שהוגשה נגד המשרד.",5900
210349,559299,3(22),"התקשרות עם מומחה רפואי ד""ר משה לוסקי, לצורת קבלת חוות דעת רפואית בתביעה שהוגשה נגד המשרד.",5900
210349,559297,3(22),"התקשרות עם מומחה רפואי פרופ' אבישי גולץ, לצורך קבלת חוות דעת רפואית משלימה בתביעה שהוגשה נגד המשרד.",5900
20240551,559093,3(4)(ב)(3),"ועדת הרכישות ממליצה לועדת הפטור בחשכ""ל לאשר התקשרות עם המכללה האקדמית יהודה ושומרון בנושא: הפעלת תוכניות עבודה בנושא הדרכה לזהירות ובטיחות בדרכים. מאחר שניתן צו ארעי של בית המשפט המחוזי המורה על עיכוב בהליכי מכרז 28/7.2014, במסגרת עתירה מינהלית לביטול או שינוי המכרז. המשרד זקוק להמשך קבלת השרותים מהספק כדי לאפשר את הפעילות לשנת הלימודים הנוכחית, עד להחלטת בית המשפט שתאפשר להמשיך בהליכי המכרז ולבחור ספק חדש. תקופת ההתקשרות 1/11/2014 עד 30/6/2015 (שנה שביעית מעבר למימוש זכות",3775400
20240518,559087,3(4)(ב)(3),"ועדת הרכישות של המשרד ממליצה לאשר המשך התקשרות עם מרמנת, לתקופה של 8 חודשים במסגרת שנה חמישית + שישית למכרז 10/2.10 בנושא הפעלת תשתית ניהולית למערך מוסדות החינוך, מעבר למימוש זכות הברירה במכרז, עד לסיום הליכי המכרז ובחירת הזוכה בו. לפניה מצורף לו""ז לתהליכי התקדמות המכרז החדש. ההתקשרות בכפוף לקיום תקציב מתאים בתקנה הייעודית.",2407757
20270650,558943,3(30),"התקשרות עם עמותת החינוך - תעשיידע בהתאחדות התעשיינים במיזם משותף 3(30) להפעלת פרוייקטים מתחום התעשייה במערכת החינוך בבתי ספר יסודיים, חטיבות הביניים, במגמות טכנולוגיה ובקרב מנהלים בשנה""ל תשע""ה.",899900
20271401,558942,3(4)(ב)(2),"הארכת התקשרות עם מרטנס הופמן לאיתור ומעקב אחר קידומם של תלמידים למסגרות אקדמיות עתירות טכנולוגיה ומדעים. התקשרות שנה חמישית מעבר לזכות ברירה שהיתה כלולה במכרז לפי תקנה 3(4)(ב)(2) לתח""מ.",1579516
20260576,558940,3(29),"התקשרות עם אוניברסיטת בר אילן, לתרגום והתאמה לערבית של סדרת 5 ספרים ""עוברים לירוק"" לתלמידי כתות י""א-י""אב כספק יחיד 3(29).",203071
20270955,558939,3(4)(ב)(2),"המשך התקשרות עם אלומה לשנה חמישית מעבר למימוש זכות ברירה להפעלת מתנדבים בקרב משל""בים, לפי תקנה 3(4)(ב)(2) - לתח""מ.","667,259.16"
20241951,558936,3(29),התקשרות עם סמינר הקיבוצים לצורך הפעלת תוכנית ייחודית TEC SHOOLS להוראה ולמידה שיתופית משמעותית בסביבה רב תרבותית מתקדמת. לפי תקנה 3(29) ספק יחיד.,2200000
20220351,558837,3ג,"התקשרות עם עו""ד גיתית שריקי למתן שירותי עזרה משפטית ליו""ר ועת הערר לפי חוק פיקוח על בתי ספר.","367,404.8"
20241983,558830,3(29),התקשרות לקבלת שירותי יעוץ בנושא פיתוח החשיבה במסגרת הערכות המשרד להטמעת למידה משמעותית.,"108,253.2"
20220365,558766,3ג,"הוועדה אישרה הארכת התקשרות עם קדימה מדע, לביצוע פעילויות ותכניות מתוקשבות בשעות הצהריים והערב, לתלמידים חולים בביתם, במיזם משותף עם המשרד, בהיקף כולל של 3,999,996 ש""ח, מסך זה חלקו של המשרד 1,999,998 ש""ח וחלקה של קדימה מדע בסך דומה. ההתקשרות אושרה עפ""י האופציה להארכה הכלולה בהודעה שפורסמה (פניה מס' 545243) באינטרנת ולהודעה לא התקבלו השגות.",1999998
60021022,558704,3ג,"התקשרות לשנה הרביעית, במסגרת מימוש זכות הברירה שהוגדרה במכרז, עם חב' טלדור מערכות מחשבים, להמשך מפקד מוסדות חינוך.",1491520
20300443,558702,3ג,"התקשרות לשנה השלישית כאדריכל מנחה, במסגרת זכות הברירה שהוגדרה במכרז, עם אדריכל קוריאל אברהם, לאדריכלים יועצים ומנחים עבור מינהל הפיתוח במערכת החינוך.",108409
20300443,558699,3ג,"התקשרות לשנה השלישית כאדריאל מנחה, במסגרת זכות הברירה שהוגדרה במכרז, עם אדריכלית גבריאלה נוסבאום, לאדריכלים יועצים ומנחים עבור מינהל הפיתוח במערכת החינוך.",87294
20300443,558697,3ג,"התקשרות לשנה השלישית, במסגרת זכות הברירה שהוגדרה במכרז, עם מר נתן אברמוב, כמהנדס יועץ למינהל הפיתוח.",133047
20300443,558696,3ג,"התקשרות לשנה השלישית, במסגרת זכות הברירה שהוגדרה במכרז, עם מר ברוך ירמולינסקי, כמהנדס יועץ למינהל הפיתוח.",66524
20300443,558693,3ג,"התקשרות לשנה השלישית, במסגרת זכות הברירה שהוגדרה במכרז, עם מר אברהם בצרתי, כמהנדס יועץ למינהל הפיתוח.","199,571.04"
20300443,558687,3ג,"התקשרות לשנה השלישית, במסגרת זכות הברירה שהוגדרה במכרז, עם מר גבי שורש, כמהנדס יועץ למינהל הפיתוח.",133047
20300443,558686,3ג,"התקשרות לשנה השלישית, במסגרת זכות הברירה שהוגדרה במכרז, עם מר וואל עג'אוי, כמהנדס יועץ למינהל הפיתוח. בהיקף כולל של 266,094 ש""ח.",266094
20300443,558684,3ג,"התקשרות לשנה השלישית במסגרת זכות הברירה שהוגדרה במכרז, עם מר ירון אופיר כמהנדס יועץ למינהל הפיתוח. בהיקף כולל של 720 שעות.",199571
20240589,558539,3(4)(ב)(3),"ממליצים לועדת פטור בחשכ""ל לאשר המשך התקשרות חלק משנה חמישית עם חברת סיסטם מעבר למימוש זכות הברירה במכרז, להפעלת מנהלת לשרותי בקרה על טיולים. מצ""ב מכתב מיום 1/10/14 ממר אריה מור ופרוטוקול מיום 29/9/14 בדיון 917, בו עולה כי ההצעה המדורגת במקום הראשון היא הצעה מס' 6 - אם.אם.אם ייעוץ הנדסי בע""מ. עם זאת, לאור החשש שעלה בבדיקה לעניין הצעת המחיר מבקשים כי יחד עם תוכנית העבודה שתוגש לאישור הועדה לקראת ההתקשרות תוצג ע""י המציע תוכנית התארגנות מפורטת להפעלת מלוא השירותים הנדרשים במכרז",850407
2023546,558412,3ג,"הארכת והרחבת התקשרות במסגרת השנה השנייה עם אוניברסיטת בר אילן להפעלת תוכניות להכשרת מצטיינים בקרב יוצאי יחידות שדה בצה""ל להוראה. לפי תקנה 3ג - לתח""מ.",1972210
20241412,558386,3ג,"ועדת הרכישות המשרדית אישרה הארכת התקשרות עם ברנקו וייס עד תום מסגרת השנה השלישית למכרז, לביצוע הוראה וחניכה ופעולות פדגוגיות תוספתיות לקידום תלמידים לקראת השכלה גבוהה, לפי תקנה 3ג לתח""מ - מימוש זכות ברירה בהסכם",2999342
20240591,558279,3(19)(א),"ועדת הרכישות המשרדית ממליצה לוועדת הפטור בחשכ""ל לאשר התקשרות בפטור ממכרז עם הסוכנות היהודית, להפעלת התכנית ""פותחים עתיד"" ב - 23 ישובים עפ""י הרשימה ההמצ""ב, לתקופה 1/11/14 - 31/8/15, בהיקף כולל של 22 מיליון ש""ח כאשר מסך זה השתתפות המשרד בסך של 11 מיליון ש""ח וחלקה של הסוכנות 11 מיליון ש""ח. התוכנית מיועדת לנוער בסיכון נשירה ומטרטה ליישום חוק לימוד חובה בערים בהן יש נשירה גדולה ממערכת החינוך.",11000000
20260577,558205,3ג,"הארכת התקשרות עם ההסתדרות הצמונית העולמית ללא תוספת תקציב להמשך הפעלת פרויקט שבת ישראלית בשנת הלימודים תשע""ה לפי תקנה 3ג -לתח""מ.",2582350
20220447,558198,3ג,מאשרים התקשרות עם מזנון מפגש התאומים,822472
20241853,558196,3ג,"אישור התקשרות עם אורות ערכים תורה ומסורת במיזם משותף, במסגרת האופציה להארכה שהוגדרה בפניה שפורסמה באינטרנט (מס' פניה 547407) ולא התקבלו השגות, בנושא: לימודי תרבות ישראל במערכת החינוך הממלכתית בישראל (רוח יהודית כחול ולבן. סה""כ עלות כוללת של המיזם 9,120,439 ש""ח, חלקו של המשרד 4,560,129 ש""ח וחלקו של הספק 4,560,129 ש""ח.",4560219
20241639,558192,3(4)(ב)(3),"ועדת הרכישות המשרדית ממליצה לוועדת הפטור בחשכ""ל לאשר התקשרות עם חברת מרמנת למסגרת שנה שישית מעבר למימוש זכותברירה שהוגדרה במכרז, בנושא: רישום, הפניה, מעקב והפעלה פדגוגית ובקרה על מכינות קד""א, עד להעברת טיפול הנושא למל""ג- ות""ת כמפורט בנימוקי היחידה המפורטים במכתבה של הגב' מגי קורן, מנהלת האגף מיום 26/8/14.",1597676
20241639,558191,3ג,"ועדת הרכישות המשרדית אישרה הארכת התקשרות עם מרמנת, במסגרת מכרז להפעלת מערך הבחינות למבוגרים, לשנה שנייה , לפי תקנה 3ג לתח""מ - מימוש זכות ברירה בהסכם.",2478540
20261145,558189,3(29),"ועדת הפטור המשרדית ממליצה לאשר התקשרות עם קרן גרינספון כספק יחיד לפי תקנה 3(29), להפקת ואספקת 95,000 ערכות של ספרי קריאה לתלמידים בגנ""י ברחבי הארץ - פרוייקט ספרית פיגמה, לתקופת שנה""ל תשע""ה, עם אופציה להארכה ולהרחבה לתקופה של שנתיים בהיקפים דומים.בעלות כוללת של 4,744,200 ש""ח. אספקת ערכות במספר דומה במימון עצמי של הקרן.",4744200
20220475,558169,3(4)(ב)(2),"הארכת התקשרות עם חס' אגניקס לאספקת שירותי תכנון פיקוח ליווי יועצים בתחום תקשורת טלפוניה למסגרת השנה החמישית מעבר לזכות ברירה לפי סעיף 3(4)(ב)(2) לתח""מ.",138167
20260574,558162,23(א2),"מאשרים התקשרות עם הגב' טלייה חיימוביץ לצורך ביצוע העבודה של ליווי פסיכומטרי לפיתוח כלי הערכה מעצבת על אף שמדובר בהצעה יחידה. לפי סעיף 23 לתח""מ.",58623
20261542,558155,3(29),התקשרות עם מכון סאלד לביצוע תכנית פרויקט מנחים עמיתים (מנטורים) ספק יחיד 3(29).,564580
20300353,558152,3(4)(ב)(2),"הארכת התקשרות עם מרמנת לשנה חמישית מערב לזכות הברירה שהוגדרה במכרז לניהול מינהלת לטיפול בבקשות לרישוי מוסדות חינוך ובנוהל תקצוב. לפי סעיף 3(4)(ב)(2) לתח""מ.",2499240
